,sentence,canonical_aspect,runs_count,runs,experiment_sets,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
1808,Greener Nusantara program replaced 29.7M plastic straws and 1.3M plastic bottles with sustainable alternatives,waste reduction,1,absa_20260114_122500_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260114_1136,Waste Reduction,E,E,positive,Outcome,0.98
3976,"Namun demikian, kami senantiasa berkomitmen untuk memberikan dukungan melalui berbagai bentuk inisiatif dalam konteks produk ramah lingkungan sepanjang tahun 2023 antara lain imbauan untuk mengurangi penggunaan kertas untuk keperluan mencetak dokumen dalam kegiatan operasional sehari-hari dan imbauan untuk mengurangi penggunaan plastik untuk dan mendorong penggunaan wadah makan/minum dari material non-plastik.",waste reduction,1,absa_20260207_090111_scm_2023_absa_indonesia_cot_DeepSeek_R1T2_Chimera__Free_.json,MultiPDF_ABSA_20260207_0808,Waste Reduction,E,E,positive,Action,0.95
4553,"Pada tahun 2023, kami berhasil menurunkan jumlah limbah organik sebesar 300 ton dari seluruh properti yang disebabkan oleh adanya sejumlah inisiatif dari proyek-proyek.",waste reduction,1,absa_20260112_162507_Intiland-Development_Sustainability-Report-2023-ID_pdf_absa_few_shot.json,Intiland-Development_2023,waste reduction,E,E,positive,Outcome,0.9
5008,"Perseroan dan entitas anak memiliki inisiatif untuk mendorong penggunaan produk ramah lingkungan untuk mendukung proses bisnisnya, antara lain memanfaatkan teknologi digital untuk menekan penggunaan kertas dalam mencetak dokumen di samping mengkampanyekan pengurangan penggunaan plastik.",waste reduction,1,absa_20260113_020803_SCM_2024_090425-sr24-scma-pdf-final_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,SCM_2024_multiple,waste reduction,E,E,positive,Commitment,0.8
5800,"Secara bertahap, kami menerapkan konsep perkantoran hijau, dengan mendorong karyawan melakukan penghematan energi dan penggunaan air, serta mengurangi timbulan limbah dari kegiatan di lingkungan kantor.",waste reduction,1,absa_20260113_004758_SCM_2020_scm-sr-2020-final-1_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,SCM_2020_multiple,Waste Reduction,E,E,positive,Action,0.95
5872,"Selain itu, kami juga mengelola limbah padat non-B3 sesuai prinsip 3R; reduce (mengurangi), reuse (memanfaatkan kembali), dan recycle (daur ulang).",waste reduction,1,absa_20260113_012008_SCM_2021_sustainability-report-scma-2021_pdf_absa_few_shot_Qwen3_Coder_(Free).json,SCM_2021_multiple,waste reduction,E,E,positive,Outcome,0.9
6259,The Company also encourages the use of non-plastic food/beverage packaging to reduce the volume of plastic waste generated by the Company's operational activities.,waste reduction,1,absa_20260113_020657_SCM_2024_090425-sr24-scma-pdf-final_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,SCM_2024_multiple,waste reduction,E,E,positive,Commitment,0.8
7195,Waste Management,waste reduction,1,absa_20260114_030254_indofood_report_4_pdf_absa_cot_Qwen3_Coder_(Free).json,indofood_indf,Waste Reduction,E,E,positive,Action,0.85
7199,"Waste Management Program: 18 stores, 950.13 kg collected and recycled paper waste, 14 trees saved",waste reduction and recycling,1,absa_20260114_120932_Sustainability_Reports_MAP_2021_pdf_absa_cot_Qwen3_Coder_(Free).json,MultiPDF_ABSA_20260114_1136,Waste Reduction and Recycling,E,E,POSITIVE,Action,0.95
7355,We are working to reduce waste and promote recycling.,waste reduction and recycling,1,bulk_absa_20260110_173139_absa_zero_shot.json,Jasamarga_SR2023.pdf — markdown_length,Waste Reduction and Recycling,E,E,positive,Action,0.9
4554,"Pada tahun 2023, kami berhasil menurunkan jumlah limbah organik sebesar 300 ton dari seluruh properti yang disebabkan oleh adanya sejumlah inisiatif dari proyek-proyek.",waste reduction initiative,1,absa_20260112_190009_Intiland-Development_Sustainability-Report-2023-ID_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,Intiland-FY23_multiple,Waste Reduction Initiative,E,E,positive,Outcome,0.98
2735,Kami juga menggunakan kembali limbah yang memang dapat dimanfaatkan lagi untuk kegiatan produksi.,waste reuse,1,absa_20260113_005417_SCM_2020_scm-sr-2020-final-1_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json,SCM_2020_multiple,Waste reuse,E,E,positive,Action,0.9
7247,We also reuse recyclable waste for production activities.,waste reuse,1,absa_20260113_005330_SCM_2020_scm-sr-2020-final-1_pdf_absa_zero_shot_Nemotron_3_Nano_30B_A3B_(Free).json,SCM_2020_multiple,Waste Reuse,E,E,positive,Action,0.92
3818,"Mengelola Limbah Enceng Gondok menjadi kerajinan tangan (bags, sandals, kitchen utensils, chairs)",waste upcycling,1,absa_20260115_124643_mandiri_Laporan_Keberlanjutan_2022_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1155,waste upcycling,E,E,positive,Outcome,0.8
5866,"Selain itu, kami berhasil menurunkan timbulan limbah cair sebesar 31,41% berkat inovasi daur ulang air dan optimasi proses produksi.",waste water reduction,1,absa_20260110_213142_charoen_2024_pdf_absa_zero_shot.json,charoen_2024,Waste Water Reduction,E,E,positive,Outcome,0.92
7392,We conducted wastewater treatment plants in many of our operations to improve the quality of water discharged.,wastewater management,2,"absa_20260113_032419_japfa_report_5_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json, absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",japfa_report_5,"Wastewater Management, wastewater management",E,E,positive,Action,0.8500000000000001
661,Bank Mandiri tidak memproduksi effluent wastewater as well it has been processed through a sewage treatment.,wastewater management,1,absa_20260115_124257_mandiri_Laporan_Keberlanjutan_2022_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260115_1155,Wastewater Management,E,E,Positive,Outcome,0.9
1993,"In 2019, we built wastewater treatment plants in our operational units to improve the quality of water discharged.",wastewater management,1,absa_20260113_032345_japfa_report_5_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,Wastewater Management,E,E,positive,Action,
3591,Management of domestic wastewater.,wastewater management,1,absa_20260113_103106_bumi_resources_Sustainability_Report_2024_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json,bumi_resources_Sustainability_Report_2024,wastewater management,E,E,positive,Action,0.85
4760,Pengelolaan terhadap air limbah domestik.,wastewater management,1,absa_20260113_102607_bumi_resources_Sustainability_Report_2024_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json,bumi_resources_Sustainability_Report_2024,Wastewater management,E,E,neutral,Action,0.9
4837,Pengurangan limbah air 590 m³,wastewater management,1,absa_20260113_011814_SCM_2021_sustainability-report-scma-2021_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,SCM_2021_multiple,wastewater management,E,E,positive,Performance,0.9
5680,SCM telah memiliki Instalasi Pengolahan Air Limbah (IPAL) di kantor Daan Mogot yang berfungsi mengolah limbah air sehingga dapat dimanfaatkan kembali untuk menyiram tanaman di area kantor.,wastewater management,1,absa_20260111_175843_sr-scma-2022_02_pdf_absa_few_shot.json,sr-scma-2022,wastewater management,E,E,positive,Initiative,0.85
7369,We built wastewater treatment plants in our operational units to improve discharged water quality.,wastewater management,1,absa_20260113_032102_japfa_report_5_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_5,Wastewater Management,E,E,positive,Action,0.95
7370,We built wastewater treatment plants in our operational units to improve the quality of discharged water,wastewater management,1,absa_20260113_032655_japfa_report_5_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_5,wastewater management,E,E,positive,Outcome,0.9
7390,We conducted wastewater treatment plants in many of our operations to improve the quality of water discharged,wastewater management,1,absa_20260113_032828_japfa_report_5_pdf_absa_few_shot_Qwen3_Coder_(Free).json,japfa_report_5,wastewater management,E,E,positive,Initiative,0.9
4835,Pengurangan limbah air (m³) # 590,wastewater reduction,1,absa_20260113_011710_SCM_2021_sustainability-report-scma-2021_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,SCM_2021_multiple,Wastewater Reduction,E,E,Positive,Outcome,0.8
7202,Wastewater reduction (m³) 590,wastewater reduction,1,absa_20260113_012028_SCM_2021_sustainability-report-scma-2021_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,SCM_2021_multiple,wastewater reduction,E,E,positive,Outcome,0.9
7203,Wastewater reduction was 590 m³.,wastewater reduction,1,absa_20260113_011627_SCM_2021_sustainability-report-scma-2021_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json,SCM_2021_multiple,Wastewater Reduction,E,E,Positive,Outcome,0.9
2811,Kami membangun pabrik pengolahan air limbah di unit operasional kami untuk meningkatkan kualitas air yang dibuang,wastewater treatment,2,"absa_20260113_032201_japfa_report_5_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260113_032934_japfa_report_5_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json",japfa_report_5,wastewater treatment,E,E,positive,"Action, Outcome",0.8999999999999999
701,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air",wastewater treatment,1,absa_20260113_035702_japfa_report_3_pdf_absa_cot_Qwen3_Coder_(Free).json,japfa_report_3,wastewater treatment,E,E,positive,Action,0.9
703,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air.",wastewater treatment,1,absa_20260113_035306_japfa_report_3_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,japfa_report_3,wastewater treatment,E,E,positive,Action,
1994,"In 2019, we built wastewater treatment plants in our operational units to improve the quality of water discharged.",wastewater treatment,1,absa_20260113_031607_japfa_report_5_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,Wastewater Treatment,E,E,positive,Action,0.9
5681,SCM telah memiliki Instalasi Pengolahan Air Limbah (IPAL) di kantor Daan Mogot yang berfungsi mengolah limbah air sehingga dapat dimanfaatkan kembali untuk menyiram tanaman di area kantor.,wastewater treatment,1,absa_20260111_175926_sr-scma-2022_02_pdf_absa_cot.json,sr-scma-2022,Wastewater Treatment,E,E,Positive,Action,0.9
6577,The findings of the LCA narrowed our focus on wastewater treatment to promote water circularity.,wastewater treatment,1,absa_20260113_035306_japfa_report_3_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,japfa_report_3,wastewater treatment,E,E,positive,Action,
7393,We conducted wastewater treatment plants in many of our operations to improve the quality of water discharged.,wastewater treatment,1,absa_20260113_032902_japfa_report_5_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,japfa_report_5,wastewater treatment,E,E,positive,Outcome,0.92
702,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air",wastewater treatment for water circularity,1,absa_20260113_035019_japfa_report_3_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,japfa_report_3,wastewater treatment for water circularity,E,E,positive,Action,0.85
698,"Berdasar hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air.",wastewater treatment improvement,1,absa_20260113_035724_japfa_report_3_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json,japfa_report_3,Wastewater treatment improvement,E,E,positive,Action,0.9
1273,"Di tahun 2019, kami membangun pabrik pengolahan air limbah di unit operasional kami untuk meningkatkan kualitas air yang dibuang",wastewater treatment plant,1,absa_20260212_091716_SR_2019_PT_Japfa_Comfeed_Indonesia_Tbk_20260207_064122_20260207_064124_absa_indonesia_few_shot_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260212_0842,Wastewater Treatment Plant,E,E,positive,Commitment,0.96
1274,"Di tahun 2019, kami membangun pabrik pengolahan air limbah di unit operasional kami untuk meningkatkan kualitas air yang dibuang",wastewater treatment plants,1,absa_20260113_032951_japfa_report_5_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json,japfa_report_5,wastewater treatment plants,E,E,positive,Outcome,0.9
7391,We conducted wastewater treatment plants in many of our operations to improve the quality of water discharged,wastewater treatment plants,1,absa_20260113_032951_japfa_report_5_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json,japfa_report_5,wastewater treatment plants,E,E,positive,Outcome,0.9
3475,"MAP also built one water tower at SDN Panundaan, Bandung Regency this year, to increase the community access to clean water.",water access,2,"absa_20260114_113259_Sustainability_Reports_MAP_2023_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260114_113448_Sustainability_Reports_MAP_2023_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",MultiPDF_ABSA_20260114_1129,Water access,"E, S",E,positive,Action,0.85
7030,"Total of 14 water towers provided 6 regions (Bali, Bekasi, Lombok, Medan, Surabaya and Tangerang) access to clean water.",water access,2,"absa_20260114_113003_Sustainability_Reports_MAP_2021_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260114_113142_Sustainability_Reports_MAP_2021_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",MultiPDF_ABSA_20260114_1129,Water Access,S,S,"Positive, positive",Outcome,0.9
42,"14 water towers installed providing clean water access to 6 regions, delivering 850 liters/hour each.",water access,1,absa_20260114_113753_Sustainability_Reports_MAP_2021_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260114_1136,Water Access,S,S,positive,Outcome,0.95
247,A water tower can deliver 850 liters of clean water per hour.,water access,1,absa_20260114_113142_Sustainability_Reports_MAP_2021_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260114_1129,Water Access,S,S,Positive,Outcome,
2290,"Installation of the 14th water tower at the Al-Ijtihad Islamic Boarding School, Danger Village, East Lombok.",water access,1,absa_20260114_113003_Sustainability_Reports_MAP_2021_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260114_1129,Water Access,S,S,positive,Action,0.85
3481,"MAP built one water tower at SDN Panundaan, Bandung Regency this year, to increase the community access to clean water.",water access,1,absa_20260114_113428_Sustainability_Reports_MAP_2023_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260114_1129,water access,S,S,positive,Outcome,0.8
7032,Total of 14 water towers provided 6 regions access to clean water.,water access,1,absa_20260114_120415_Sustainability_Reports_MAP_2021_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260114_1136,water access,S,S,positive,Helpful,0.9
5489,"Provided 15 water towers since 2011 and emergency Aquablock units serving 10,000 people",water accessibility,1,absa_20260114_122500_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260114_1136,Water Accessibility,S,S,positive,Outcome,0.96
1480,Ensure availability and sustainable management of water and sanitation for all,water and sanitation,1,absa_20260113_100303_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Water and Sanitation,E,E,Positive,Commitment,
4812,Pengungkapan Disclosure | Air Bersih dan Sanitasi Layak Menjamin Ketersediaan serta Pengelolaan Air Bersih dan Sanitasi yang Berkelanjutan untuk,water and sanitation,1,absa_20260113_095838_bumi_resources_Sustainability_Report_2019_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,bumi_resources_Sustainability_Report_2019,Water and Sanitation,E,E,neutral,Outcome,0.6
439,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water conservation,5,"absa_20260114_031827_indofood_report_2_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260114_031849_indofood_report_2_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260114_032250_indofood_report_2_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260207_115645_indofood_report_2_absa_indonesia_zero_shot_DeepSeek_R1T2_Chimera__Free_.json, absa_20260212_093753_SR_Indofood_2023_final_20260207_064541_20260207_064551_absa_indonesia_zero_shot_LLaMA_3_3_70B_Instruct__Free_.json","MultiPDF_ABSA_20260207_1121, MultiPDF_ABSA_20260212_0833, indofood_indf","Water Conservation, water conservation",E,E,"Positive, positive",Action,0.875
7575,We initiated rainwater harvesting systems in several of our operations to reduce the dependency of groundwater.,water conservation,3,"absa_20260113_032345_japfa_report_5_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260113_032419_japfa_report_5_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json, absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",japfa_report_5,"Water Conservation, water conservation",E,E,positive,Action,0.875
5662,"SCM membangun budaya keberlanjutan melalui imbuan perilaku ramah lingkungan, baik dari penghematan energi, air, dan meminimalkan penggunaan botol kemasan.",water conservation,2,"absa_20260113_013146_SCM_2022_sr-scma-2022_pdf_absa_cot_Qwen3_Coder_(Free).json, absa_20260207_082838_scm_2022_absa_indonesia_cot_Qwen3_Coder__Free_.json","MultiPDF_ABSA_20260207_0808, SCM_2022_multiple",Water Conservation,E,E,positive,Action,0.875
248,A water tower can deliver 850 liters of clean water per hour.,water conservation,1,absa_20260114_120415_Sustainability_Reports_MAP_2021_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260114_1136,water conservation,E,E,positive,Informative,0.8
2866,Kami memprakarsai rainwater harvesting system di beberapa unit operasional untuk mengurangi ketergantungan kami terhadap air tanah,water conservation,1,absa_20260113_032934_japfa_report_5_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_5,water conservation,E,E,positive,Outcome,0.85
4767,Penggunaan Air (Water Usage) [OJK F.8] Pengurangan Pengunaan Kertas (Reduce Used of Paper),water conservation,1,absa_20260115_123828_mandiri_Laporan_Keberlanjutan_2022_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260115_1155,Water Conservation,E,E,neutral,Action,0.8
6366,The Company has provided access to clean water for 6 regions through the installation of 14 water towers.,water conservation,1,absa_20260114_114040_Sustainability_Reports_MAP_2021_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260114_1136,Water Conservation,E,E,positive,Outcome,0.8
7571,We initiated rainwater harvesting systems in several of our operations to reduce groundwater dependency,water conservation,1,absa_20260113_032655_japfa_report_5_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_5,water conservation,E,E,positive,Action,0.85
7576,We initiated rainwater harvesting systems in several operations to reduce groundwater dependency.,water conservation,1,absa_20260113_032102_japfa_report_5_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_5,Water Conservation,E,E,positive,Action,0.95
440,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water conservation initiatives,1,absa_20260114_032304_indofood_report_2_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,indofood_indf,water conservation initiatives,E,E,positive,Commitment,0.85
445,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis.",water conservation initiatives,1,absa_20260114_032333_indofood_report_2_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,indofood_indf,water conservation initiatives,E,E,positive,Action,0.85
86,"249,245 m3 Water Usage",water consumption,2,"absa_20260112_162151_Jasamarga_SR2023_pdf_absa_few_shot.json, absa_20260112_184633_Jasamarga_SR2023_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json","Jasamarga_SR2023, Jasamarga_SR2023_multiple","Water Consumption, water consumption",E,E,neutral,"Fact, Outcome",0.84
34,"12,356 m³ Water Usage (2020)",water consumption,1,absa_20260113_100912_bumi_resources_Sustainability_Report_2020_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,bumi_resources_Sustainability_Report_2020,Water Consumption,E,E,neutral,Outcome,0.95
7208,"Water Usage 249,245 m3",water consumption,1,absa_20260112_162035_Jasamarga_SR2023_pdf_absa_zero_shot.json,Jasamarga_SR2023,Water consumption,E,E,neutral,Outcome,0.98
7212,Water Usage m³ | 48.273 | 12.356 | 3.300 |,water consumption,1,absa_20260113_051202_bumi_resources_Sustainability_Report_2021_pdf_absa_few_shot_Qwen3_Coder_(Free).json,bumi_resources_Sustainability_Report_2021,water consumption,E,E,negative,Outcome,0.95
3646,Measurement of water consumption using the denominator of the amount of geothermal steam production equivalent to electricity.,water consumption measurement,1,absa_20260115_111208_pertamina_geothermal_Laporan_Keberlanjutan_2020_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1111,water consumption measurement,E,E,neutral,Action,0.8
791,"By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity.",water efficiency,3,"absa_20260113_100836_bumi_resources_Sustainability_Report_2020_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_101521_bumi_resources_Sustainability_Report_2020_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_101853_bumi_resources_Sustainability_Report_2020_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",bumi_resources_Sustainability_Report_2020,"Water Efficiency, water efficiency",E,E,"Positive, positive",Commitment,0.875
1411,Efisiensi penggunaan air untuk kegiatan operasional.,water efficiency,2,"absa_20260113_102607_bumi_resources_Sustainability_Report_2024_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json, absa_20260113_103249_bumi_resources_Sustainability_Report_2024_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json",bumi_resources_Sustainability_Report_2024,"Water Efficiency, Water efficiency",E,E,positive,Action,0.875
4177,Our comprehensive approach to environmental stewardship extends to innovative water efficiency upgrades and resource conservation.,water efficiency,2,"absa_20260114_032154_indofood_report_2_pdf_absa_cot_Qwen3_Coder_(Free).json, absa_20260212_093753_SR_Indofood_2023_final_20260207_064541_20260207_064551_absa_indonesia_zero_shot_LLaMA_3_3_70B_Instruct__Free_.json","MultiPDF_ABSA_20260212_0833, indofood_indf","Water Efficiency, water efficiency",E,E,positive,"Commitment, Outcome",0.875
441,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water efficiency,1,absa_20260114_031522_indofood_report_2_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,indofood_indf,Water Efficiency,E,E,positive,Action,0.9
446,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis.",water efficiency,1,absa_20260114_031924_indofood_report_2_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,indofood_indf,Water Efficiency,E,E,positive,Action,0.9
449,"At our CBP Group, we continue to improve water efficiency through water re-use.",water efficiency,1,absa_20260114_031618_indofood_report_2_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,indofood_indf,Water Efficiency,E,E,positive,Action,0.85
4178,Our comprehensive approach to environmental stewardship extends to innovative water efficiency upgrades and resource conservation.,water efficiency and resource conservation,2,"absa_20260114_032304_indofood_report_2_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json, absa_20260114_032604_indofood_report_2_pdf_absa_few_shot_Qwen3_Coder_(Free).json",indofood_indf,water efficiency and resource conservation,E,E,positive,Commitment,0.835
442,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water efficiency improvement,1,absa_20260114_031722_indofood_report_2_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,indofood_indf,water efficiency improvement,E,E,positive,Action,0.9
4179,Our comprehensive approach to environmental stewardship extends to innovative water efficiency upgrades and resource conservation.,water efficiency upgrades,2,"absa_20260114_032218_indofood_report_2_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json, absa_20260114_032625_indofood_report_2_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json",indofood_indf,"Water Efficiency Upgrades, water efficiency upgrades","E, Environmental",E,positive,"Action, Commitment",0.865
6824,"This water tower marks the 16th tower built through our partnership with the Planet Water Foundation, which started in 2011.",water infrastructure,1,absa_20260114_113259_Sustainability_Reports_MAP_2023_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260114_1129,Water infrastructure,E,E,positive,Outcome,0.8
786,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally.",water quality,2,"absa_20260113_100836_bumi_resources_Sustainability_Report_2020_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_101853_bumi_resources_Sustainability_Report_2020_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",bumi_resources_Sustainability_Report_2020,Water Quality,E,E,"Positive, positive",Commitment,0.9
787,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally.",water quality improvement,1,absa_20260113_101521_bumi_resources_Sustainability_Report_2020_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2020,water quality improvement,E,E,positive,Commitment,0.85
5552,Regular monitoring of water quality around the Company's operating area.,water quality monitoring,1,absa_20260113_103106_bumi_resources_Sustainability_Report_2024_pdf_absa_few_shot_Gemini_2.0_Flash_Exp_(Free).json,bumi_resources_Sustainability_Report_2024,water quality monitoring,E,E,positive,Action,0.85
447,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis.",water re-use and reverse osmosis,1,absa_20260114_032218_indofood_report_2_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json,indofood_indf,Water Re-use and Reverse Osmosis,Environmental,Environmental,positive,Action,0.87
3048,"Kami telah berhasil membangun delapan dari sembilan fasilitas daur ulang air pada tahun 2023, sebagai bentuk komitmen Sustainability-Linked Bond kami.",water recycling facility,1,absa_20260113_025300_japfa_report_1_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_1,water recycling facility,E,E,positive,Outcome,0.9
443,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water resource management,1,absa_20260207_115316_indofood_report_2_absa_indonesia_few_shot_DeepSeek_R1T2_Chimera__Free_.json,MultiPDF_ABSA_20260207_1121,Water Resource Management,E,E,positive,Outcome,0.92
3621,Manajemen sumber air melalui pemanfaatan air AC untuk media tanam hidroponik,water resource management,1,absa_20260113_093207_bumi_resources_Sustainability_Report_2022_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,bumi_resources_Sustainability_Report_2022,Water Resource Management,E,E,positive,Action,0.85
4659,Pembangunan tambahan tiga fasilitas daur ulang air di unit-unit operasional perunggasan menandai dedikasi kami untuk memiliki sistem produksi yang efisien.,water resource management,1,absa_20260113_025355_japfa_report_1_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_1,water resource management,E,E,positive,Achievement,0.9
