,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
6900,Operating profit,G,E,neutral,Action,0.05208330854461418
6901,Business continuity and environmental goals,S,E,positive,Commitment,0.7050512946296903
6902,Company ownership and control structure,G,E,positive,Outcome,0.12148673671403687
6903,Other,E,E,positive,Outcome,0.07200167797696944
6904,sustainable development,S,G,positive,Engaging,0.8956644242696232
6905,Praktik Keberlanjutan,G,S,"Positive, positive",Commitment,0.1992881312074679
6906,product diversification,"E, S",E,positive,Outcome,0.07507569437630646
6907,Strategic Partnership,E,G,positive,Action,0.03494382206776214
6908,"Sustainable Business, Sustainable Business Practices, strengthening sustainable business foundation",E,E,positive,Action,0.06397651467009624
6909,"Penelitian dan Pengembangan Produk, Penelitian dan pengembangan produk",G,S,Positive,Action,0.180598782731053
6910,Environmental Certification,G,E,neutral,Commitment,0.7995058128730334
6911,Employee Engagement,S,S,neutral,Action,0.49620486236531103
6912,Energy Efficiency,E,G,positive,Commitment,0.5585520249295297
6913,Green Building Certification Achievement,G,S,positive,Outcome,0.48922352363965016
6914,Content quality and integrity,S,S,positive,Action,0.03177191162911708
6915,inclusivity and equality,G,E,positive,Action,0.43554107408334997
6916,sustainability strategy,G,S,positive,Action,0.8883936253719733
6917,foreign exchange volatility,E,E,positive,Commitment,0.8113689475914171
6918,Technology Investment,G,G,neutral,Commitment,0.4318015358073898
6919,Long-Term Sustainability Goals,E,E,positive,Action,0.7138429234734976
6920,Responsible Investment,G,E,Positive,Outcome,0.33927881341146915
6921,Community Health Initiatives,E,S,positive,Outcome,0.02164094495589819
6922,"Retail Expansion, retail expansion",E,E,positive,Commitment,0.9092864596278374
6923,product quality,G,E,neutral,Commitment,0.014584405670963752
6924,Supply Chain Development,E,G,positive,Commitment,0.5489391653938321
6925,Pemakaian energi BBM,E,E,positive,Commitment,0.8731814174664257
6926,Succession Planning,G,G,positive,Action,0.771811423339534
6927,Carbon Neutrality,S,S,positive,Commitment,0.7848516488518836
6928,SDGs,E,S,positive,Commitment,0.7351707244262913
6929,COVID-19 screening and safety,E,S,positive,Commitment,0.9141185494369337
6930,Autonomous vehicle safety,S,G,positive,Action,0.27115435488535033
6931,business ethics,S,S,positive,Commitment,0.9033117459550123
6932,Kinerja sosial,G,E,positive,"Action, Commitment",0.14378223316651795
6933,animal welfare,S,S,positive,Commitment,0.8159683399681696
6934,Menjangkau berbagai segmen masyarakat dengan harga kompetitif,E,E,positive,Action,0.018632738813881167
6935,corporate governance,S,G,POSITIVE,Commitment,0.30354348267738485
6936,Belajar tanpa batas (continuous learning),ESG,E,neutral,Outcome,0.5711439803853968
6937,business transformation,E,G,positive,Action,0.9002330112725789
6938,land rehabilitation,E,E,positive,Commitment,0.7581321257414263
6939,Meaningful and educational content,E,S,"Neutral, neutral",Outcome,0.39623409579458846
6940,Land Rehabilitation,E,E,neutral,Assurance,0.6048863091190804
6941,infrastructure development for digital services,E,E,positive,Improvement,0.28576666378873583
6942,Sustainability Reporting,G,E,positive,Commitment,0.10497023651593473
6943,Policy Integration,S,S,positive,Commitment,0.4593605105908838
6944,ESG Framework Development,G,G,positive,Action,0.6625677992753779
6945,Retail and distribution network expansion,"G, None",S,positive,Action,0.09571090810988381
6946,kemitraan ayam,"G, None",S,"Positive, positive",Outcome,0.4960434144104112
6947,"None, Reporting",E,S,Positive,Action,0.8450791320237224
6948,Business portfolio diversification,G,G,positive,Commitment,0.6289620097537117
6949,ESG evaluation methodology,S,G,positive,Commitment,0.18690357043863193
6950,Sustainability Certification,E,S,neutral,Innovation,0.26084722924070947
6951,Energy Efficiency,E,E,positive,Commitment,0.6987023830419482
6952,Employee Health,E,S,Positive,Commitment,0.2428330543834214
6953,"Net-Zero Emission, net-zero emission",E,S,positive,Action,0.018394289799769536
6954,sustainable development,S,G,positive,Action,0.9790347994625592
6955,ESG Unit,E,S,positive,Value,0.20193139045205089
6956,Transparansi dan akuntabilitas dalam pelaporan keberlanjutan,E,E,"Positive, positive",Performance,0.19241930722893907
6957,Corporate Governance,G,E,positive,Outcome,0.1988756455815759
6958,employee engagement,S,S,positive,Action,0.5355915111678448
6959,Sustainability as a foundation,S,S,positive,Commitment,0.04514597566397438
6960,Local Economic Development,E,S,neutral,commitment,0.25774115687110666
6961,Operational performance aligned with sustainability,E,E,"Positive, positive",Commitment,0.8517602097614112
6962,Social Aspect,S,G,positive,Commitment,0.05809407849580872
6963,Community Investment,G,S,negative,Action,0.32301921977188974
6964,concept store,"E, G",G,positive,Outcome,0.37555184859917823
6965,Education,S,E,positive,Action,0.9903424433536561
6966,Sustainability Performance,S,S,positive,Commitment,0.07180649022315166
6967,"Sustainability Strategy, sustainability strategy",S,E,positive,Outcome,0.10402856992930387
6968,Operating income,E,E,positive,Outcome,0.6203366105853877
6969,Economic Impact,G,G,"Positive, positive",Commitment,0.6308463772005397
6970,Occupational Health and Safety during Pandemic,E,S,positive,Action,0.004475453161555509
6971,Plastic Waste Reduction,G,E,positive,"Action, Commitment",0.6616974556332769
6972,Clean Water Access,S,G,Positive,Action,0.9225281767149952
6973,Material ramah lingkungan,S,E,positive,Action,0.31135382808672685
6974,business expansion,G,E,positive,Action,0.9588904371451327
6975,Sustainability Strategy Implementation,E,E,neutral,Commitment,0.4306270122057101
6976,Financial Strategy,E,G,positive,Commitment,0.8039752643192589
6977,Inovasi,E,E,Positive,Outcome,0.12664184874632212
6978,"community development, community development programs",S,G,positive,Commitment,0.6581167524770133
6979,Resource Efficiency,G,E,positive,Outcome,0.010882696163476924
6980,ESG commitment,E,G,positive,Action,0.7270042567511441
6981,Store location asset,E,G,positive,Outcome,0.7316590361246434
6982,"Regulatory Compliance, regulatory compliance",E,G,positive,Outcome,0.46979369594763787
6983,Pendidikan Masyarakat,E,G,positive,Outcome,0.42757093903921106
6984,Corporate Social Responsibility Investment,G,S,Positive,Commitment,0.8813137409276075
6985,"Community Support, community support",G,G,neutral,Outcome,0.2171627459679727
6986,sustainability commitment,S,S,positive,Action,0.04773891788263174
6987,Awards,G,E,positive,Action,0.9754934218345902
6988,Komitmen terhadap prinsip-prinsip keberlanjutan,S,E,"Positive, positive",Commitment,0.9487085920839253
6989,Biodiversity Conservation,E,E,neutral,Commitment,0.503574643260499
6990,human capital development,E,S,positive,Action,0.551905192326878
6991,sustainable business model,E,E,positive,Action,0.6069491538655655
6992,SDG integration,E,G,positive,Commitment,0.6441812572948763
6993,Community Grievance,G,E,positive,Commitment,0.2932434141756648
6994,Employee Training,S,S,positive,Commitment,0.569088038899219
6995,report assurance,E,S,positive,Action,0.9056017637695307
6996,Community Health,G,G,positive,Foundational,0.13504613163302137
6997,sustainable financing growth,E,G,positive,Commitment,0.6578799428878104
6998,product testing,S,S,Positive,Action,0.9513778151673655
6999,Penurunan pendapatan perusahaan dibandingkan tahun sebelumnya,S,E,positive,Outcome,0.7500240910402168
7000,brand development,G,S,positive,"Appreciative, Commitment, Outcome",0.5142781481677904
7001,Energy Efficiency,G,S,positive,Action,0.8735157375028141
7002,sustainable agriculture,G,E,positive,Outcome,0.949819246397946
7003,material ESG topics,S,E,positive,Action,0.14941484149708184
7004,animal welfare through beak trimming innovation,G,G,positive,Action,0.8068185101971536
7005,Bergabung dengan jaringan periksa fakta internasional,E,E,positive,Action,0.8176835341637754
7006,Tanggung Jawab Sosial,S,E,neutral,Innovation,0.04279115474236572
7007,Target penggunaan teknologi ramah lingkungan,S,G,positive,Commitment,0.936179083440936
7008,ESG Strategy Integration,E,G,positive,Action,0.06883945081615117
7009,Customer Relations,G,G,positive,Commitment,0.5344100294529074
7010,Sustainability Commitment,G,G,positive,Action,0.31617544834958944
7011,resilience,G,S,positive,Outcome,0.9438422687377751
7012,Governance,E,E,neutral,Action,0.8856655297738516
7013,Community Health,S,S,positive,Action,0.9936596199757854
7014,sustainability pillars,S,E,positive,Commitment,0.13130057271933437
7015,"Internet of Things Development, internet of things development",E,S,positive,Commitment,0.915015270705189
7016,sustaining economic growth,"E, G",E,positive,Challenge,0.8365014566422558
7017,Sustainable Financing Targets,S,S,positive,Commitment,0.4414880605276562
7018,Reforestation,E,S,positive,Action,0.7629919064611039
7019,Reporting,G,S,positive,Action,0.18929185256571257
7020,production capacity expansion for food security,S,G,positive,Commitment,0.2786993710236769
7021,Corporate governance recognition,E,E,positive,Commitment,0.5870145551227166
7022,corporate restructuring,E,G,Positive,Outcome,0.9882318552603636
7023,Community Development,ESG,S,positive,Commitment,0.794644160135541
7024,Green Building Initiative Participation,S,S,positive,Outcome,0.8590109083730478
7025,"Sustainability Linked Loans, sustainability linked loans",E,E,positive,Outcome,0.644021921875163
7026,Keberlanjutan Perusahaan,E,S,positive,Commitment,0.6335259127747966
7027,Social Impact - Decent Work & Economic Growth,E,E,positive,Descriptive,0.18710324649344467
7028,sustainability performance,E,G,positive,Outcome,0.8923391991035318
7029,Waste Recycling Rate,G,G,positive,Outcome,0.7232983939246164
7030,sustainability leadership,S,S,positive,Commitment,0.047056119554550246
7031,values alignment,S,S,Positive,Action,0.4540888774629198
7032,Biodiversity Conservation,S,E,neutral,Commitment,0.8058076152815312
7033,Distribution Network,S,E,positive,Action,0.5620637595695881
7034,R&D investment in sustainability,S,E,positive,Action,0.5477515809158385
7035,Community Support during Pandemic,S,E,positive,Commitment,0.4766928134728965
7036,Sustainability index inclusion,E,G,positive,Commitment,0.3584164366321053
7037,energy intensity measurement,E,E,positive,Action,0.5900556382390385
7038,content quality and informativeness,S,E,"Positive, positive",Commitment,0.10285338830347746
7039,"Net Sales Revenue, net sales revenue",E,E,"Positive, positive",Action,0.9129423245898882
7040,Pembiayaan hipotek hijau (Green Mortgage),E,G,positive,"Action, Commitment",0.169034207157579
7041,solar energy implementation,E,G,positive,Outcome,0.6103023330261479
7042,Pengurangan Emisi,E,E,positive,Outcome,0.7668597704916257
7043,Social Investment,"G, None",E,positive,Action,0.3697808083049189
7044,"Environmental Stewardship, environmental stewardship",E,S,positive,Commitment,0.9264623213032612
7045,employee count,E,E,positive,Outcome,0.40321036487280537
7046,biodiversity conservation,S,E,neutral,Commitment,0.3025555856743084
7047,Waste Management; Employment Generation,E,S,positive,Commitment,0.37986840754191686
7048,Business model development,G,E,positive,Action,0.24001981448350163
7049,Corporate Social Responsibility,E,G,positive,Action,0.33478243641843053
7050,Diversity & Inclusion,S,G,positive,Action,0.2606232710990295
7051,ISO 14001:2015 certification,G,E,Positive,Outcome,0.983107361378606
7052,Employee Development,G,S,neutral,Commitment,0.600623860979952
7053,Continuous Improvement,E,E,neutral,Commitment,0.9833008803995076
7054,collective responsibility for sustainability performance,S,S,Positive,Commitment,0.15759841419916942
7055,Land Rehabilitation,E,S,neutral,Action,0.753550497457924
7056,Emissions Reduction,G,E,positive,Commitment,0.9301309778491126
7057,Reporting,E,E,positive,Commitment,0.23605878587245022
7058,financial performance,G,E,positive,Commitment,0.5567859595189326
7059,Content Promotion,G,G,Positive,Commitment,0.009701112935871392
7060,Product Innovation,S,S,positive,Action,0.1499114661979375
7061,Climate Change Mitigation,S,S,positive,Outcome,0.0674780429483216
7062,Regulatory Compliance,S,S,Positive,Commitment,0.2665525621209619
7063,Land Rehabilitation,E,S,positive,Outcome,0.22261837843682486
7064,environmental impact reduction,S,S,positive,Outcome,0.03315380866856288
7065,Land Rehabilitation,G,S,positive,Outcome,0.6889616890790399
7066,Reporting,S,S,positive,Outcome,0.0035415429307973367
7067,Occupational Safety,G,S,positive,Commitment,0.5741016721543886
7068,human rights,G,G,positive,Action,0.2223006345891062
7069,Environmental Complaints,G,E,positive,Action,0.05245606189317231
7070,quality and accessibility of programs and content,G,S,positive,Commitment,0.07854278460051323
7071,sustainability-linked bond,G,E,positive,Outcome,0.7472125666441736
7072,"O2O Strategy, O2O strategy",E,S,positive,Commitment,0.2060033530229466
7073,SDGs alignment,E,E,positive,Outcome,0.4031377296806874
7074,Dampak Sosial & Konten Berkualitas,S,E,neutral,Outcome,0.28955251079007993
7075,human capital importance,S,E,neutral,Action,0.42125727405956603
7076,Sustainability Reporting,E,S,positive,Action,0.054952434548890094
7077,community empowerment and fire prevention,ESG,E,positive,Action,0.5734195983221608
7078,transparency,G,E,positive,Commitment,0.33038438105562107
7079,social factors,G,E,positive,Governance,0.39578262840483946
7080,ESG Performance Recognition,E,G,positive,Action,0.763658661072676
7081,Inequality Reduction,E,G,Neutral,,0.14604800227832337
7082,Double Materiality Assessment,E,E,positive,Outcome,0.09778704015612427
7083,risk management system,"E, G",E,positive,Action,0.26036109658247064
7084,kesetaraan gender,G,S,positive,Commitment,0.8149158698923903
7085,Animal Health Management,E,G,neutral,"Faktual, Outcome",0.9104125646563231
7086,Corporate Mission,ESG,G,positive,Action,0.2806481415503954
7087,environmental impact,S,S,positive,Commitment,0.3050898567668987
7088,Employee Training,E,S,positive,Outcome,0.5638988024274215
7089,MSCI ESG Rating,G,S,positive,Outcome,0.10507853855721594
7090,Digital Transformation,S,E,Positive,Commitment,0.30320728885492243
7091,Data Benchmarking,E,E,positive,Action,0.8241167367814837
7092,Penyediaan protein hewani terjangkau,S,E,positive,Outcome,0.27243397981128903
7093,Customer Service and Support,"G, S",E,neutral,Outcome,0.09245233008269982
7094,stakeholder value,S,E,negative,Commitment,0.9022173206607902
7095,Environmental Strategy,S,E,positive,Outcome,0.17730758192121232
7096,Corporate Vision,G,S,positive,Disclosure,0.4782733658227294
7097,ESG unit dan ESG financing desk,E,G,positive,Commitment,0.14480182404756214
7098,biodiversity funding,E,G,Positive,Outcome,0.10382936747418459
7099,"digital equity, digital equity programs",E,G,positive,Action,0.05776101233053865
7100,Water Conservation,S,S,positive,Action,0.9453208743991747
7101,Support for Farmers and Fish Farmers,E,E,Positive,"Achievement, Outcome",0.9576110931401032
7102,Pertumbuhan berkelanjutan,ESG,E,"POSITIVE, positive",Outcome,0.9087984926162027
7103,Komitmen,E,E,positive,Commitment,0.10189176199813654
7104,"Diversification to Nickel, diversification to nickel",G,E,POSITIVE,Action,0.31828564845325324
7105,"Sustainable Finance Action Plan, sustainable finance action plan",E,E,positive,Outcome,0.9334364024794942
7106,Komitmen keberlanjutan,E,E,positive,Commitment,0.23286030068605323
7107,strategi keberlanjutan,G,E,positive,"Commitment, Outcome",0.8197726913974843
7108,Ethical conduct,S,S,positive,Commitment,0.4970831980990973
7109,omni-channel network,S,E,positive,"Action, Protection",0.3162155005867814
7110,Analog Switch Off and Digital Channel Launch,G,E,Neutral,Action,0.3302171435710337
7111,employee development,S,E,positive,Outcome,0.10523865357600504
7112,Infrastructure Development,E,G,positive,Commitment,0.09830267617420552
7113,"Sustainability Policies and Programs, Sustainability policies and programs",E,E,positive,Disclosure,0.42482071830979196
7114,economic performance,E,E,positive,"Commitment, Compliance",0.7876326656181641
7115,upcycling and waste reduction,E,G,positive,Commitment,0.058639826945780515
7116,Carbon Accounting,E,S,Positive,Outcome,0.01575609738897099
7117,Sustainable Development,E,E,positive,Outcome,0.19483637117457409
7118,Talent Management,G,E,positive,Commitment,0.9098982963291823
7119,economic recovery,G,S,Positive,Action,0.04991500420166661
7120,Inclusive Business,E,Governance,positive,Outcome,0.8205538572931054
7121,kesetaraan gender,G,S,positive,Commitment,0.1423157625440351
7122,Data period,E,G,positive,Action,0.09092460271671654
7123,Stakeholder Relations,E,S,positive,Action,0.311813612261562
7124,production output,G,S,positive,Commitment,0.7451750149837548
7125,Waste Management,S,E,positive,Commitment,0.9570804241882408
7126,Human Rights Commitment,G,S,positive,Action,0.4389857729468857
7127,laporan tahunan,E,S,"Positif, positive",Commitment,0.0017457852705113908
7128,sustainable business practices,E,G,positive,Outcome,0.9127437906296667
7129,product marketing,"E, G, S",E,neutral,Commitment,0.9382500226613625
7130,Harmonious Industrial Relations,E,G,Neutral,Action,0.03268615540933906
7131,sustainable growth,S,E,positive,Action,0.40875334224305904
7132,"Stakeholder Trust, stakeholder trust",G,ESG,positive,Commitment,0.9451497421374173
7133,"Economic Inclusion, economic inclusion",E,S,positive,"Achievement, Action, Outcome",0.3117797093482919
7134,Anti-Corruption Policy,S,S,positive,Commitment,0.18314279901141683
7135,Water Resource Management,S,S,neutral,Outcome,0.6112196589959599
7136,Peluncuran Sustainability Linked-Bond,E,G,positive,Action,0.8494483694504688
7137,Performance Tracking,E,E,positive,Strategic Initiative,0.1994565776809809
7138,Keberlanjutan Perusahaan,S,G,netral,"Action, Commitment",0.17161389511608316
7139,use-phase emissions reporting,S,G,positive,Commitment,0.3256781642106491
7140,Governance Structure,E,E,positive,Tantangan,0.024874574001100158
7141,Biodiversity Conservation,E,E,positive,Commitment,0.8949143264291795
7142,Promoting the use of electric vehicles,S,S,POSITIVE,Commitment,0.12280767724055242
7143,Workforce Diversity,S,E,positive,Outcome,0.21029006461743716
7144,Ethical Business Practices,E,S,positive,Commitment,0.7973292475730249
7145,Tanggung jawab sosial dalam keselamatan dan kesehatan kerja,G,E,positive,Action,0.8183216425074188
7146,Social and Economic Development,G,G,positive,"Action, Commitment",0.6371935285636758
7147,sustainability pillars,S,E,positive,Action,0.8592648584821004
7148,Leadership Development,E,S,positive,Commitment,0.38294986650356144
7149,Diversity & Inclusion,E,S,positive,Action,0.18326872455295096
7150,Other,S,G,positive,Outcome,0.6509584708828449
7151,Local Economic Impact,E,S,positive,Action,0.32403058408640295
7152,Data Sovereignty,S,G,positive,Outcome,0.705071173414149
7153,Education Initiative,ESG,E,positive,Risk,0.9749634453286103
7154,Economic Performance,E,G,positive,Outcome,0.3666776274234572
7155,credit risk management,E,E,positive,Commitment,0.7161564993548228
7156,Community Social Initiatives,E,S,positive,Action,0.9992755593884021
7157,business development,E,S,positive,Outcome,0.7667103171681909
7158,Preparedness and operational resilience,S,E,positive,Commitment,0.8150557695756729
7159,Data Privacy,E,E,positive,Outcome,0.1514027870501632
7160,Kesejahteraan mitra dan masyarakat melalui kemitraan,E,G,positive,Outcome,0.3916302505992191
7161,CSRD and improved reporting,S,E,Neutral,"Action, Commitment",0.34570267107958097
7162,Carbon Neutrality Commitment,ESG,E,positive,Outcome,0.2470915899091377
7163,Sustainability Strategy,G,E,positive,Action,0.08793922669697507
7164,community development,G,G,positive,Action,0.9135491317678759
7165,Financial Inclusion,E,E,positive,Keberlanjutan,0.3066317921473384
7166,Employee Training & Education,G,G,positif,Commitment,0.6079397986806141
7167,Biaya Pendidikan dan Pelatihan,G,G,"Positive, positive",Outcome,0.6931982778086204
7168,Employee Development,E,E,positive,"Action, Commitment",0.21834970310416313
7169,Penggunaan energi secara bijak,G,E,positive,Commitment,0.3951305712332154
7170,partnerships with network operators,S,S,positive,Action,0.6018154703911127
7171,Community Education,G,G,positive,Outcome,0.2624286388770789
7172,Waste Management,E,E,positive,Outcome,0.7445349260394677
7173,"Environmental Operational Efficiency, environmental operational efficiency",E,E,neutral,Action,0.9518127914855727
7174,Emisi cakupan 1,S,S,positive,Commitment,0.3271452063836964
7175,Reporting,S,G,positive,Action,0.3350473861369959
7176,S,S,E,positive,Commitment,0.27724415615306
7177,Manufacturing,G,E,positive,Action,0.8181069851916689
7178,profitability,G,S,Positive,commitment,0.6733255640388615
7179,Data Privacy,ESG,S,Positive,Commitment,0.10068153866363949
7180,Environmental friendly programs based on 3P,G,S,positive,Outcome,0.3474396577824981
7181,Scope of Human Rights Commitment,S,S,Positive,Commitment,0.8657169691250692
7182,"Stakeholder Engagement, stakeholder engagement",E,E,Positive,Action,0.8154190009029691
7183,Customer Trust,E,E,positive,Outcome,0.5091695450287361
7184,Sustainability topic compliance standards,S,E,positive,Outcome,0.05256526934181471
7185,Sustainability Commitment,G,S,positive,"Achievement, Action, Outcome",0.5599303939019981
7186,Green Office,S,E,positive,Commitment,0.805216616626697
7187,Continuous Evaluation and Innovation,S,E,positive,Commitment,0.35863753467553716
7188,Human capital development,E/S,G,positive,"Commitment, Outcome",0.340627132702398
7189,"Sustainable Materials, sustainable materials",E,E,positive,Commitment,0.8549570995502821
7190,Animal Welfare,S,S,positive,Commitment,0.4572428933487628
7191,net income,E,E,positive,Outcome,0.9087556730882429
7192,"Renewable Energy, renewable energy",G,S,Positive,Commitment,0.8226207155692568
7193,Pengembangan berkelanjutan terintegrasi,G,S,positive,Strategic Direction,0.3611007741361242
7194,SDG alignment,ESG,E,positive,Risk,0.3144799933178035
7195,sustainability recognition,S,E,positive,Action,0.9387845855585886
7196,System for positive impact measurement,G,S,negative,Commitment,0.9604896552661237
7197,"Operational efficiency, safety, and environmental management",E,E,neutral,Outcome,0.48497155209804843
7198,social responsibility,"E, Environmental",E,positive,Outcome,0.3309285195594206
7199,Employee Compensation Rights,E,G,positive,Action,0.6205890119336774
7200,skor audit 5S,G,S,positive,Action,0.6311562709918026
7201,Business Expansion,E,S,Positive,Action,0.45091365957037843
7202,Sustainability Reporting,E,S,positive,Outcome,0.28153348888289864
7203,Environmental Awareness,E,S,positive,Action,0.41604297819367764
7204,Increasing public awareness of personal financial management,G,S,positive,Action,0.602576074666636
7205,Environmental Culture Building,E,E,positive,Outcome,0.3396241637161763
7206,CSR guidelines,E,E,positive,Commitment,0.09460835599445339
7207,Assurance Services,S,G,positive,Commitment,0.1325020198048399
7208,ESG Management,S,S,"Positive, positive",Action,0.036400925007639584
7209,Profitability,E,S,positive,Outcome,0.2299353891295446
7210,Business Value,S,E,positive,Outcome,0.2117061813555977
7211,Food Security,G,E,positive,Action,0.14737446476835192
7212,Manfaat Masyarakat,E,E,neutral,Commitment,0.8889710129663462
7213,Road safety ratings,E,S,positive,"Action, Innovation, Outcome",0.19277242168997644
7214,Customer Service,S,E,positive,Commitment,0.24383482528140854
7215,Reporting,G,E,positive,Commitment,0.9802280331784008
7216,Environmental - Resource Value Enhancement,S,S,positive,Action,0.08126264538044592
7217,Energy efficiency,S,S,positive,Commitment,0.508815310360253
7218,Bisnis berkelanjutan,G,ESG,positive,Action,0.3553993067204959
7219,Visi perusahaan terkait ketahanan pangan,S,E,positive,Commitment,0.3933248727381127
7220,Governance compliance,E,E,positive,Commitment,0.9767674661978637
7221,Sustainable Certification,E,E,positive,Impact,0.7050609654683091
7222,Ethics and Compliance Program,E,E,positive,Commitment,0.9061776714024049
7223,Energy Efficiency,E,S,positive,Commitment,0.2527762290979406
7224,Stakeholder Engagement,E,S,positive,Commitment,0.23140398558138187
7225,Water Resources Management,E,S,positive,Forward-Looking,0.08667255141932906
7226,Corporate Governance,E,G,positive,Outcome,0.18389809989635597
7227,Energy consumption,E,G,positive,Outcome,0.46552736397039485
7228,Reporting,E,G,positive,Commitment,0.2622088881342163
7229,Energy Efficiency,E,E,positive,Assurance,0.638147499832263
7230,"ESG Integration, ESG integration",S,S,Positive,Risk,0.49479876775653486
7231,sustainable financing,E,E,positive,"Action, Commitment",0.3335014039389087
7232,"Community Engagement, community engagement",S,E,positive,Outcome,0.02558480883344938
7233,Commitment to human resource development,E,G,positive,Commitment,0.19152665292665627
7234,Emission Reduction,E,E,positive,Outcome,0.04512193722980673
7235,Environmental Complaints,S,S,positive,Commitment,0.6709817030337168
7236,Green Office Implementation,G,S,positive,Outcome,0.9594793832232299
7237,climate risk integration,S,S,"Positive, positive",Commitment,0.833568219071277
7238,tanggung jawab keberlanjutan,G,G,neutral,Action,0.9923299623223333
7239,"Innovation, innovation",E,E,neutral,Action,0.17568099288871286
7240,Pemanfaatan teknologi untuk menjangkau masyarakat,S,E,positive,Commitment,0.6028291688124542
7241,Sustainability Committee,E,E,positive,Commitment,0.42031395996339527
7242,ESG Commitment,S,S,positive,Outcome,0.4221766301128781
7243,Reporting standards alignment,S,S,positive,Commitment,0.34784262049546966
7244,Ethics,E,E,positive,Commitment,0.061560641363370805
7245,integration of ESG in activities,S,E,positive,Outcome,0.49365264674461784
7246,gender inclusive workplace,S,G,positive,Commitment,0.006408296995125684
7247,occupational health & safety,E,S,positive,Action,0.22407854080494827
7248,Model Bisnis Terintegrasi,S,S,Positif,Commitment,0.3963714410197978
7249,Integritas,S,E,neutral,Outcome,0.8891724575262048
7250,"Sustainable Energy Transition, sustainable energy transition",S,S,positive,Commitment,0.3819003394390449
7251,Sustainable Development Goals Integration,E,G,positive,Outcome,0.49834947618492254
7252,Stakeholder Value,E,S,positive,Action,0.22784370292414236
7253,"Carbon footprint tracking and offsetting, Tracking and offsetting carbon footprint",S,E,"Positive, positive",Outcome,0.9048322760674713
7254,Business experience and operations,G,S,positive,Compliance,0.4466018763066647
7255,Kesehatan Hewan,S,G,positive,Commitment,0.46575205639076833
7256,"Creating value and meaningful impact for partners, users, and shareholders",E,E,neutral,Commitment,0.18630624882107238
7257,Competitive Positioning,G,E,positive,"Action, Initiative",0.42893182428970134
7258,Sustainability in Workplace,E,E,positive,Action,0.34546751347356197
7259,lingkungan dan masyarakat,S,E,positive,Outcome,0.7372423117382847
7260,keuntungan jangka panjang,E,G,neutral,Action,0.2470113109724814
7261,Environmental Program,E,S,positive,Outcome,0.15523900146699432
7262,Environmental Innovation,E,E,positive,Commitment,0.4378198429139202
7263,Sustainable value chain integration,Governance,E,positive,Action,0.10860109299832299
7264,Environmental Impact,E,E,positive,Action,0.72563194888899
7265,Profit growth,S,E,positive,"Background, Commitment",0.19116063878216538
7266,Organizational Culture,E,G,positive,Action,0.12783800826982028
7267,community economic development,E,G,"Negative, negative",Action,0.42578559518395986
7268,Tanggung Jawab Sosial dan Lingkungan (TJSL),G,G,positive,Commitment,0.39942861250217065
7269,Freedom of association,S,E,neutral,Action,0.5935349517153309
7270,Sustainability Commitments,G,G,positive,Plan,0.3490660661110262
7271,integrasi ESG,E,S,neutral,Action,0.8430873871429512
7272,"Corporate Social Responsibility, Corporate social responsibility",E,E,positive,Outcome,0.018133406217049952
7273,market expansion,S,E,positive,Commitment,0.6408278807108256
7274,food security,S,G,positive,Outcome,0.4935169082198084
7275,Property Portfolio Quality Management,E,S,positive,Commitment,0.4574824668047167
7276,"Customer Privacy, customer privacy",S,G,positive,Action,0.07390207865153686
7277,Sustainable Financing Growth,S,S,positive,Outcome,0.6956229515293995
7278,Emissions Reduction,E,S,neutral,Commitment,0.8052228254697155
7279,dampak pandemi,E,S,neutral,Action,0.24412735401529007
7280,Sustainability Balance,S,G,positive,Commitment,0.4879846740915934
7281,sustainability policy,S,E,positive,"Commitment, Outcome",0.9304890884340002
7282,Corporate Ethics,E,E,neutral,Outcome,0.846792923122555
7283,Environmental Aspect,S,E,neutral,Outcome,0.861616908542334
7284,CSR,E,E,positive,Outcome,0.4475186314778503
7285,kontribusi kesehatan,S,E,positive,Assessment,0.6343732036832562
7286,lingkungan dan masyarakat,S,S,positive,Commitment,0.17770423944243652
7287,Sustainable Development Support,S,E,neutral,Fakta,0.5615153593082773
7288,Mineral Reserves,E,S,"Positif, positive",Commitment,0.6477649408371027
7289,social responsibility commitment,S,E,negative,Outcome,0.3694574888931468
7290,Animal Welfare,G,G,positive,Action,0.5052087738283032
7291,"balance of economic, social, environmental performance and governance",E,G,positive,Outcome,0.41684008306968934
7292,Community Impact,G,E,negative,Commitment,0.208508452020298
7293,Quality Management,E,E,positive,Action,0.10431864600933094
7294,Community support and disaster response,G,E,positive,Commitment,0.05238274095745932
7295,Issuance of Green Bonds,E,E,positive,Commitment,0.06923437436350177
7296,improving water quality,S,E,positive,Action,0.6354067657388646
7297,sustainable growth strategy,S,G,positive,"Action, Commitment",0.752792206974265
7298,Local Sourcing,S,E,positive,Commitment,0.6115266183799185
7299,Business concept,E,G,positive,Outcome,0.9285661324433998
7300,"Plastic reduction, plastic reduction",G,E,positive,Commitment,0.353826096152428
7301,Sustainability Reporting Assurance,E,G,positive,Action,0.2820874450500157
7302,Community and Environmental Care,S,E,positive,Commitment,0.5754007029409353
7303,inisiatif digitalisasi,S,S,positive,"Action, Commitment",0.37556209876472724
7304,Kepuasan Pelanggan,S,S,positive,Policy,0.29499171424865933
