aspect,records,mapped_to_ontology,suggested_path
"prioritas energi terbarukan, pengelolaan limbah, efisiensi sumber daya",1,True,"GRI 305 Emissions / TCFD Climate -> prioritas energi terbarukan, pengelolaan limbah, efisiensi sumber daya"
promosi pembangunan berkelanjutan dengan teknologi canggih,1,True,Governance / Data and Technology -> promosi pembangunan berkelanjutan dengan teknologi canggih
menjadi preseden industri bertanggung jawab,1,False,
aspirasi net zero,1,True,GRI 305 Emissions / TCFD Climate -> aspirasi net zero
kinerja lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> kinerja lingkungan
water usage,1,True,GRI 306 Waste / GRI 303 Water -> water usage
stakeholder engagement & commitment,1,True,GRI 413 Local Communities -> stakeholder engagement & commitment
inisiatif pembangunan berkelanjutan,1,False,
pengelolaan energi dan limbah,1,True,GRI 305 Emissions / TCFD Climate -> pengelolaan energi dan limbah
standar lingkungan dan sertifikasi,1,True,GRI 306 Waste / GRI 303 Water -> standar lingkungan dan sertifikasi
pengembangan befa digital town sebagai ekosistem industri cerdas dan berkelanjutan,1,True,Governance / Data and Technology -> pengembangan befa digital town sebagai ekosistem industri cerdas dan berkelanjutan
emission trend,1,True,GRI 306 Waste / GRI 303 Water -> emission trend
gender diversity board,1,False,
employee count,1,True,GRI 401-404 Employment and Training -> employee count
training hours,1,True,GRI 401-404 Employment and Training -> training hours
inisiatif penanaman mangrove,1,False,
penurunan konsumsi energi,1,True,GRI 305 Emissions / TCFD Climate -> penurunan konsumsi energi
peningkatan jumlah pemasok umkm,1,True,GRI 308/414 Supplier Assessment -> peningkatan jumlah pemasok umkm
pemantauan risiko operasional,1,False,
pencarian peluang di ekonomi hijau dan digital,1,True,GRI 201 Economic Performance -> pencarian peluang di ekonomi hijau dan digital
komitmen masa depan terhadap pertumbuhan berkelanjutan,1,False,
komitmen tata kelola perusahaan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> komitmen tata kelola perusahaan
komite tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> komite tata kelola
partisipasi pemegang saham,1,True,GRI 401-404 Employment and Training -> partisipasi pemegang saham
keadilan pemegang saham,1,True,GRI 401-404 Employment and Training -> keadilan pemegang saham
evaluasi kinerja pengelola,1,False,
strategi efisiensi energi,1,True,GRI 305 Emissions / TCFD Climate -> strategi efisiensi energi
pengumpulan data energi,1,True,GRI 305 Emissions / TCFD Climate -> pengumpulan data energi
green industrial zone,1,False,
environmental impact reduction,1,False,
renewable energy and waste management,1,True,GRI 305 Emissions / TCFD Climate -> renewable energy and waste management
smart eco-industrial development,1,False,
stakeholder collaboration for sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> stakeholder collaboration for sustainability
board oversight,1,False,
risk management governance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> risk management governance
competency development,1,False,
competency development gap,1,False,
board disciplinary power,1,False,
governance of board meetings,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance of board meetings
board meeting attendance,1,False,
sustainability strategy,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability strategy
emisi total,1,True,GRI 305 Emissions / TCFD Climate -> emisi total
komitmen iklim,1,True,GRI 305 Emissions / TCFD Climate -> komitmen iklim
penggunaan biodiesel,1,False,
pengawasan emisi,1,True,GRI 305 Emissions / TCFD Climate -> pengawasan emisi
penggunaan energi terbarukan dan pengelolaan limbah,1,True,GRI 305 Emissions / TCFD Climate -> penggunaan energi terbarukan dan pengelolaan limbah
perencanaan keuangan untuk proyek pengembangan,1,True,GRI 201 Economic Performance -> perencanaan keuangan untuk proyek pengembangan
mitigasi risiko bencana alam,1,False,
penilaian risiko,1,False,
penilaian risiko lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> penilaian risiko lingkungan
hasil keterlibatan pemangku kepentingan,1,False,
strategi pengurangan emisi,1,True,GRI 305 Emissions / TCFD Climate -> strategi pengurangan emisi
anti-corruption certification,1,False,
community empowerment,1,True,GRI 413 Local Communities -> community empowerment
etik bisnis,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> etik bisnis
strategi perubahan iklim,1,True,GRI 305 Emissions / TCFD Climate -> strategi perubahan iklim
manajemen produk,1,False,
komitmen pengungkapan rakb,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> komitmen pengungkapan rakb
cakupan pelaporan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> cakupan pelaporan keberlanjutan
energi,1,True,GRI 305 Emissions / TCFD Climate -> energi
limbah dan polutan,1,True,GRI 306 Waste / GRI 303 Water -> limbah dan polutan
air,1,True,GRI 306 Waste / GRI 303 Water -> air
pengelolaan produk,1,False,
kesehatan dan keselamatan kerja,1,True,GRI 401-404 Employment and Training -> kesehatan dan keselamatan kerja
hubungan pelanggan,1,False,
hubungan masyarakat,1,True,GRI 413 Local Communities -> hubungan masyarakat
pelayanan kebutuhan masyarakat,1,True,GRI 413 Local Communities -> pelayanan kebutuhan masyarakat
komitmen keamanan dan kenyamanan konsumen,1,False,
ketahanan menghadapi tantangan,1,False,
produk hijau dan nilai ekonomi,1,True,GRI 201 Economic Performance -> produk hijau dan nilai ekonomi
manajemen risiko iklim,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> manajemen risiko iklim
kesiapan pelaporan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kesiapan pelaporan keberlanjutan
efisiensi energi dan emisi,1,True,GRI 305 Emissions / TCFD Climate -> efisiensi energi dan emisi
integrasi risiko iklim,1,True,GRI 305 Emissions / TCFD Climate -> integrasi risiko iklim
produk rendah karbon,1,True,GRI 305 Emissions / TCFD Climate -> produk rendah karbon
esg disclosure scope,1,True,GRI 305 Emissions / TCFD Climate -> esg disclosure scope
tata kelola dan pertumbuhan bisnis,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tata kelola dan pertumbuhan bisnis
penerapan energi surya,1,True,GRI 305 Emissions / TCFD Climate -> penerapan energi surya
program nutrisi anak,1,False,
kepatuhan regulator,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan regulator
penggunaan standar internasional gri,1,False,
pencapaian anniversary,1,False,
komitmen pelayanan dan pertumbuhan berkelanjutan,1,False,
penerapan energi terbarukan,1,True,GRI 305 Emissions / TCFD Climate -> penerapan energi terbarukan
partisipasi pelatihan karyawan,1,True,GRI 401-404 Employment and Training -> partisipasi pelatihan karyawan
program bantuan nutrisi anak,1,False,
lingkungan dan sosial,1,True,GRI 306 Waste / GRI 303 Water -> lingkungan dan sosial
ruang lingkup laporan esg,1,False,
kepatuhan regulasi keuangan berkelanjutan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan regulasi keuangan berkelanjutan
penggunaan standar pelaporan gri,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> penggunaan standar pelaporan gri
service,1,False,
periode pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> periode pelaporan
identifikasi isu keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> identifikasi isu keberlanjutan
topik material,1,False,
kontribusi terhadap keberlanjutan lingkungan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kontribusi terhadap keberlanjutan lingkungan
keberadaan pasar,1,False,
dampak ekonomi tidak langsung,1,True,GRI 201 Economic Performance -> dampak ekonomi tidak langsung
digitalisasi manajemen risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> digitalisasi manajemen risiko
mitigasi risiko,1,False,
manajemen risiko produk,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> manajemen risiko produk
inovasi produk,1,False,
sistem peringatan dini,1,False,
target pengurangan,1,False,
pemanfaatan material,1,False,
kesinambungan produksi,1,False,
energi terbarukan dan dampak sosial,1,True,GRI 305 Emissions / TCFD Climate -> energi terbarukan dan dampak sosial
community benefit,1,True,GRI 413 Local Communities -> community benefit
skor esg,1,False,
perbandingan industri,1,False,
dimensi environmental,1,False,
dimensi social,1,False,
dimensi governance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> dimensi governance
target peningkatan,1,False,
net zero commitment,1,True,GRI 305 Emissions / TCFD Climate -> net zero commitment
penghargaan esg dan grc,1,False,
general_esg_disclosure,1,False,
sustainability_framework,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability_framework
lisensi sosial dan lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> lisensi sosial dan lingkungan
manfaat masyarakat,1,True,GRI 413 Local Communities -> manfaat masyarakat
praktik keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> praktik keberlanjutan
standar operasional dan keselamatan,1,True,GRI 401-404 Employment and Training -> standar operasional dan keselamatan
pengelolaan energi,1,True,GRI 305 Emissions / TCFD Climate -> pengelolaan energi
pengelolaan kepegawaian,1,False,
pelatihan dan pendidikan,1,True,GRI 401-404 Employment and Training -> pelatihan dan pendidikan
standar pengukuran,1,False,
fungsi komite esg,1,False,
penerapan prinsip esg,1,False,
keyakinan bisnis berkelanjutan,1,False,
operasional tambang,1,False,
energi terbarukan dan lingkungan,1,True,GRI 305 Emissions / TCFD Climate -> energi terbarukan dan lingkungan
risiko ekonomi,1,True,GRI 201 Economic Performance -> risiko ekonomi
risiko bisnis,1,False,
peluang diversifikasi,1,False,
peluang ekspansi,1,False,
peluang sosial,1,True,GRI 413 Local Communities -> peluang sosial
risiko rantai pasok,1,True,GRI 308/414 Supplier Assessment -> risiko rantai pasok
risiko reputasi,1,False,
peluang kepercayaan,1,False,
risiko hukum,1,False,
risiko korupsi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> risiko korupsi
peluang kolaborasi,1,True,GRI 401-404 Employment and Training -> peluang kolaborasi
manajemen risiko dan pengendalian,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> manajemen risiko dan pengendalian
manajemen lingkungan operasional,1,True,GRI 306 Waste / GRI 303 Water -> manajemen lingkungan operasional
hak asasi manusia di tempat kerja,1,True,GRI 401-404 Employment and Training -> hak asasi manusia di tempat kerja
anti-korupsi dan transparansi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> anti-korupsi dan transparansi
transisi ekonomi rendah karbon,1,True,GRI 305 Emissions / TCFD Climate -> transisi ekonomi rendah karbon
penggunaan energi,1,True,GRI 305 Emissions / TCFD Climate -> penggunaan energi
lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> lingkungan
risiko keselamatan kerja,1,True,GRI 401-404 Employment and Training -> risiko keselamatan kerja
transisi energi,1,True,GRI 305 Emissions / TCFD Climate -> transisi energi
restorasi lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> restorasi lingkungan
risiko energi,1,True,GRI 305 Emissions / TCFD Climate -> risiko energi
risiko reklamasi,1,False,
risiko limbah,1,True,GRI 306 Waste / GRI 303 Water -> risiko limbah
anti korupsi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> anti korupsi
ekonomi,1,True,GRI 201 Economic Performance -> ekonomi
community benefits,1,True,GRI 413 Local Communities -> community benefits
pelatihan k3 dan hak asasi manusia,1,True,GRI 401-404 Employment and Training -> pelatihan k3 dan hak asasi manusia
misi operasional berkelanjutan,1,False,
efisiensi sumber daya,1,False,
pengembangan sdm dan komunitas,1,True,GRI 413 Local Communities -> pengembangan sdm dan komunitas
digitalisasi dan rantai pasok,1,True,GRI 308/414 Supplier Assessment -> digitalisasi dan rantai pasok
transparansi,1,False,
emisi dan energi,1,True,GRI 305 Emissions / TCFD Climate -> emisi dan energi
sistem tjsl,1,False,
pengakuan tjsl,1,False,
pengukuran kinerja tjsl,1,False,
pelatihan literasi keuangan,1,True,GRI 401-404 Employment and Training -> pelatihan literasi keuangan
pelaksanaan pelatihan,1,True,GRI 401-404 Employment and Training -> pelaksanaan pelatihan
rehabilitasi lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> rehabilitasi lingkungan
pemberdayaan komunitas lokal,1,True,GRI 413 Local Communities -> pemberdayaan komunitas lokal
tata kelola organisasi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tata kelola organisasi
peningkatan kapasitas,1,False,
kepatuhan etika bisnis,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan etika bisnis
transparansi pengelolaan,1,False,
mekanisme pengawasan,1,False,
pelestarian ekosistem,1,False,
restorasi lokasi,1,False,
investasi lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> investasi lingkungan
operasi bisnis berkelanjutan,1,False,
arah keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> arah keberlanjutan
performa finansial,1,False,
dampak komunitas,1,True,GRI 413 Local Communities -> dampak komunitas
prakarsa ekologis,1,False,
pengakuan industri,1,False,
tanggung jawab ekologis,1,False,
transformasi organisasi,1,False,
keterlibatan stakeholders,1,True,GRI 413 Local Communities -> keterlibatan stakeholders
energi panas bumi,1,True,GRI 305 Emissions / TCFD Climate -> energi panas bumi
pemberdayaan masyarakat dan rehabilitasi,1,True,GRI 413 Local Communities -> pemberdayaan masyarakat dan rehabilitasi
manajemen risiko sosial dan lingkungan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> manajemen risiko sosial dan lingkungan
kerangka keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kerangka keberlanjutan
keselarasan dengan sdgs,1,False,
komitmen nilai jangka panjang,1,False,
pengelolaan ketenagakerjaan,1,False,
pertumbuhan bertanggung jawab,1,False,
target net zero emission,1,True,GRI 305 Emissions / TCFD Climate -> target net zero emission
pemberdayaan sdm dan pembangunan masyarakat,1,True,GRI 413 Local Communities -> pemberdayaan sdm dan pembangunan masyarakat
kontribusi ekonomi,1,True,GRI 201 Economic Performance -> kontribusi ekonomi
kompetensi sumber daya manusia,1,False,
pelayanan dan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pelayanan dan keberlanjutan
pengungkapan informasi prospektif,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan informasi prospektif
pertumbuhan bisnis dan nilai perusahaan,1,False,
pengembangan masyarakat,1,True,GRI 413 Local Communities -> pengembangan masyarakat
keberagaman tenaga kerja,1,True,GRI 401-404 Employment and Training -> keberagaman tenaga kerja
pengawasan internal,1,False,
ruang lingkup pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> ruang lingkup pelaporan
keberlanjutan jangka panjang,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> keberlanjutan jangka panjang
program pendidikan komunitas,1,True,GRI 413 Local Communities -> program pendidikan komunitas
kesetaraan gender,1,False,
risiko dan peluang,1,False,
optimasi penyerapan air,1,True,GRI 306 Waste / GRI 303 Water -> optimasi penyerapan air
penerimaan sosial,1,True,GRI 413 Local Communities -> penerimaan sosial
mekanisme pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> mekanisme pelaporan
program tanggung jawab sosial,1,True,GRI 413 Local Communities -> program tanggung jawab sosial
instalasi beton porous dan sumur resapan,1,False,
pencegahan korupsi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pencegahan korupsi
sosialisasi antikorupsi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> sosialisasi antikorupsi
kemitraan csr,1,True,GRI 413 Local Communities -> kemitraan csr
kolaborasi tjsl,1,True,GRI 401-404 Employment and Training -> kolaborasi tjsl
komponen esg,1,False,
strategi energi terbarukan,1,True,GRI 305 Emissions / TCFD Climate -> strategi energi terbarukan
komitmen pembangunan berkelanjutan,1,False,
pengembangan energi terbarukan,1,True,GRI 305 Emissions / TCFD Climate -> pengembangan energi terbarukan
kontribusi sdgs,1,False,
kerangka strategis keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kerangka strategis keberlanjutan
rehabilitasi dan reklamasi lahan,1,True,GRI 304 Biodiversity -> rehabilitasi dan reklamasi lahan
program pemberdayaan masyarakat,1,True,GRI 413 Local Communities -> program pemberdayaan masyarakat
pengelolaan risiko iklim,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pengelolaan risiko iklim
risiko fisik iklim,1,True,GRI 305 Emissions / TCFD Climate -> risiko fisik iklim
risiko transisi iklim,1,True,GRI 305 Emissions / TCFD Climate -> risiko transisi iklim
investasi keuangan berkelanjutan,1,True,GRI 201 Economic Performance -> investasi keuangan berkelanjutan
manfaat inisiatif iklim,1,True,GRI 305 Emissions / TCFD Climate -> manfaat inisiatif iklim
lisensi sosial dan pemberdayaan masyarakat,1,True,GRI 413 Local Communities -> lisensi sosial dan pemberdayaan masyarakat
kerangka manajemen risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kerangka manajemen risiko
bantuan pendidikan,1,True,GRI 413 Local Communities -> bantuan pendidikan
program kesehatan anak,1,False,
acara komunitas,1,True,GRI 413 Local Communities -> acara komunitas
pengakuan esg sosial,1,True,GRI 413 Local Communities -> pengakuan esg sosial
pengakuan esg lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> pengakuan esg lingkungan
penghargaan integritas bisnis,1,False,
komitmen keberlanjutan jangka panjang,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> komitmen keberlanjutan jangka panjang
strategi pertumbuhan bisnis,1,False,
tantangan dan mitigasi bisnis,1,False,
inovasi layanan omnichannel,1,False,
reporting,1,False,
regulatory framework,1,False,
reporting standard,1,False,
esg scope,1,True,GRI 305 Emissions / TCFD Climate -> esg scope
company milestone,1,False,
customer service,1,False,
commitment to progress,1,False,
business growth,1,False,
pengawasan tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pengawasan tata kelola
administrative,1,False,
kondisi ekonomi global,1,True,GRI 201 Economic Performance -> kondisi ekonomi global
isu lingkungan dalam strategi keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> isu lingkungan dalam strategi keberlanjutan
pengurangan plastik sekali pakai,1,False,
kesadaran esg karyawan,1,True,GRI 401-404 Employment and Training -> kesadaran esg karyawan
pelatihan dan edukasi esg,1,True,GRI 401-404 Employment and Training -> pelatihan dan edukasi esg
dampak sosial ekonomi,1,True,GRI 413 Local Communities -> dampak sosial ekonomi
pengembangan kompetensi tenaga kerja,1,True,GRI 401-404 Employment and Training -> pengembangan kompetensi tenaga kerja
keberagaman dan inklusivitas tenaga kerja,1,True,GRI 401-404 Employment and Training -> keberagaman dan inklusivitas tenaga kerja
ekspansi jaringan gerai,1,False,
jaringan gerai ritel,1,False,
pelatihan kesadaran esg,1,True,GRI 401-404 Employment and Training -> pelatihan kesadaran esg
peluang digitalisasi,1,True,Governance / Data and Technology -> peluang digitalisasi
target net zero,1,True,GRI 305 Emissions / TCFD Climate -> target net zero
penghargaan transparansi emisi,1,True,GRI 305 Emissions / TCFD Climate -> penghargaan transparansi emisi
penghargaan csr,1,True,GRI 413 Local Communities -> penghargaan csr
penghargaan kepemimpinan csr,1,True,GRI 413 Local Communities -> penghargaan kepemimpinan csr
keselamatan kerja dan kepatuhan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> keselamatan kerja dan kepatuhan
aspek sosial dan ham,1,True,GRI 401-404 Employment and Training -> aspek sosial dan ham
acuan pelaporan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> acuan pelaporan keberlanjutan
identifikasi isu material,1,False,
cakupan data lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> cakupan data lingkungan
peringkat esg,1,False,
restatement data keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> restatement data keberlanjutan
penjaminan laporan,1,False,
risiko keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> risiko keberlanjutan
integrasi manajemen risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> integrasi manajemen risiko
verifikasi independen,1,False,
kemitraan strategis,1,False,
penunjukan strategis bpkh,1,False,
transformasi dan komitmen keberlanjutan 2021,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> transformasi dan komitmen keberlanjutan 2021
governance keberlanjutan 2022,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> governance keberlanjutan 2022
prb unep fi,1,False,
pembiayaan umkm,1,False,
kode etik dan perilaku,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kode etik dan perilaku
pilot project thi,1,False,
klasifikasi tkbi,1,False,
persiapan crms,1,False,
peningkatan pembiayaan hijau,1,False,
pelaporan crms,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pelaporan crms
program beasiswa,1,False,
literasi inklusi masyarakat,1,True,GRI 413 Local Communities -> literasi inklusi masyarakat
prospek pertumbuhan,1,False,
strategi ekspansi,1,False,
visi perusahaan,1,False,
misi akses keuangan,1,True,GRI 201 Economic Performance -> misi akses keuangan
kolaborasi teknologi,1,True,GRI 401-404 Employment and Training -> kolaborasi teknologi
pengembangan produk,1,False,
filosofi keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> filosofi keberlanjutan
kolaborasi transisi,1,True,GRI 401-404 Employment and Training -> kolaborasi transisi
pemberdayaan karyawan,1,True,GRI 401-404 Employment and Training -> pemberdayaan karyawan
organisasi inklusif,1,False,
akurasi pelaporan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> akurasi pelaporan
teknologi dan pengurangan jejak lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> teknologi dan pengurangan jejak lingkungan
peta jalan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> peta jalan keberlanjutan
roadmap keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> roadmap keberlanjutan
implementasi 2024,1,False,
implementasi 2025,1,False,
implementasi 2026,1,False,
program sosial,1,True,GRI 413 Local Communities -> program sosial
kegiatankemasyarakatan,1,True,GRI 413 Local Communities -> kegiatankemasyarakatan
kegiatansilaturrahmi,1,False,
kegiatankemerdekaan,1,False,
kegiatandonordarah,1,False,
dampak lingkungan dan efisiensi,1,True,GRI 306 Waste / GRI 303 Water -> dampak lingkungan dan efisiensi
pengembangan kapasitas karyawan,1,True,GRI 401-404 Employment and Training -> pengembangan kapasitas karyawan
keberlanjutan rantai pasok,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> keberlanjutan rantai pasok
integrasi prinsip esg,1,False,
pendekatan menyeluruh keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pendekatan menyeluruh keberlanjutan
kepatuhan gri,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan gri
kompetensi keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kompetensi keberlanjutan
penilaian risiko keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> penilaian risiko keberlanjutan
stakeholder engagement,1,True,GRI 413 Local Communities -> stakeholder engagement
kepatuhan hukum,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan hukum
rantai pasokan lokal,1,True,GRI 308/414 Supplier Assessment -> rantai pasokan lokal
persaingan sehat,1,False,
manajemen sosial ham,1,True,GRI 401-404 Employment and Training -> manajemen sosial ham
perlindungan nasabah,1,False,
business_growth,1,False,
corporate_culture,1,False,
program csr dan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> program csr dan keberlanjutan
pengurangan jejak karbon,1,True,GRI 305 Emissions / TCFD Climate -> pengurangan jejak karbon
program kesehatan masyarakat,1,True,GRI 413 Local Communities -> program kesehatan masyarakat
akses kebutuhan pokok,1,False,
business prospects,1,False,
business strategy,1,False,
risk management,1,False,
prinsip gcg,1,False,
pengawasan kepatuhan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pengawasan kepatuhan
inisiatif peningkatan tata kelola,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> inisiatif peningkatan tata kelola
rekomendasi penguatan gcg,1,False,
pelaporan sesuai standar,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pelaporan sesuai standar
pelibatan pihak lokal,1,False,
komposisi pihak lokal,1,False,
konsumsi listrik,1,False,
konservasi keanekaragaman hayati,1,True,GRI 304 Biodiversity -> konservasi keanekaragaman hayati
pengelolaan sampah organik,1,True,GRI 306 Waste / GRI 303 Water -> pengelolaan sampah organik
pengelolaan sampah anorganik,1,True,GRI 306 Waste / GRI 303 Water -> pengelolaan sampah anorganik
total sampah residu,1,True,GRI 306 Waste / GRI 303 Water -> total sampah residu
sampah daur ulang,1,True,GRI 306 Waste / GRI 303 Water -> sampah daur ulang
pengelolaan limbah hitam,1,True,GRI 306 Waste / GRI 303 Water -> pengelolaan limbah hitam
pengurangan emisi co2,1,True,GRI 305 Emissions / TCFD Climate -> pengurangan emisi co2
jumlah karyawan pria,1,True,GRI 401-404 Employment and Training -> jumlah karyawan pria
jumlah karyawan wanita,1,True,GRI 401-404 Employment and Training -> jumlah karyawan wanita
pengurus bank pria,1,False,
pengurus bank wanita,1,False,
pilar keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pilar keberlanjutan
governance - audit committee,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance - audit committee
governance - nomination committee,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance - nomination committee
governance - whistleblowing,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance - whistleblowing
governance - risk management,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance - risk management
keberlanjutan dalam tata kelola,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> keberlanjutan dalam tata kelola
tenaga kerja lokal,1,True,GRI 401-404 Employment and Training -> tenaga kerja lokal
pengembangan kompetensi,1,False,
pelatihan karyawan wanita,1,True,GRI 401-404 Employment and Training -> pelatihan karyawan wanita
pelatihan karyawan pria,1,True,GRI 401-404 Employment and Training -> pelatihan karyawan pria
dana csr,1,True,GRI 413 Local Communities -> dana csr
pengaduan masyarakat,1,True,GRI 413 Local Communities -> pengaduan masyarakat
pelanggaran lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> pelanggaran lingkungan
general_disclosure,1,False,
whistleblower_system,1,False,
whistleblower_protection,1,False,
praktik bisnis etis dan pengembangan jiwa wiraswasta,1,False,
pengembangan organisasi yang bermanfaat bagi pemangku kepentingan,1,False,
perayaan ulang tahun dan perjalanan bisnis,1,False,
visi jaringan distribusi ritel,1,False,
optimalisasi teknologi,1,True,Governance / Data and Technology -> optimalisasi teknologi
dampak berkelanjutan,1,False,
prudential banking,1,False,
dukungan terhadap umkm,1,False,
tata kelola materialitas,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> tata kelola materialitas
budaya perusahaan dan pertumbuhan,1,False,
jaringan operasional perusahaan,1,False,
komitmen memenuhi kebutuhan masyarakat,1,True,GRI 413 Local Communities -> komitmen memenuhi kebutuhan masyarakat
aksesibilitas dan kenyamanan pelanggan,1,False,
dampak positif berkelanjutan,1,False,
tantangan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> tantangan keberlanjutan
pengembangan kapasitas,1,False,
material spesifik,1,False,
risiko produktivitas,1,False,
peluang lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> peluang lingkungan
sertifikasi hijau,1,False,
proses pengelolaan limbah,1,True,GRI 306 Waste / GRI 303 Water -> proses pengelolaan limbah
manfaat pengelolaan limbah,1,True,GRI 306 Waste / GRI 303 Water -> manfaat pengelolaan limbah
tantangan bisnis limbah,1,True,GRI 306 Waste / GRI 303 Water -> tantangan bisnis limbah
strategi pengelolaan limbah,1,True,GRI 306 Waste / GRI 303 Water -> strategi pengelolaan limbah
pengakuan ruang lingkup esg,1,False,
risiko pengembangan produk,1,False,
peluang bisnis,1,False,
pengungkapan data lingkungan sosial,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pengungkapan data lingkungan sosial
