:ID,:LABEL,name,text,timestamp,target,mapped_to_ontology,records
record:r084_022,ESGRecord,r084_022,BeFa is dedicated to delivering high-quality products and services while maintaining strong customer relations.,2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_023,ESGRecord,r084_023,"The Company actively works to enhance customer satisfaction by providing value-driven solutions, fostering collaboration, and upholding the highest standards of integrity.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_024,ESGRecord,r084_024,"Through these commitments, BeFa aims to generate sustainable benefits for all stakeholders and contribute to long-term business success.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_025,ESGRecord,r084_025,"At present, BeFa does not have a designated team exclusively responsible for sustainability management.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_026,ESGRecord,r084_026,"However, sustainability considerations are embedded within the Company's broader governance framework.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_027,ESGRecord,r084_027,"Various business units integrate sustainable practices into their respective operations, ensuring that environmental, social, and financial responsibilities are managed holistically across the organization.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_028,ESGRecord,r084_028,"In 2024, the person in charge of sustainability did not participate in various training and/or competency improvement programs related to sustainability.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_029,ESGRecord,r084_029,"However, such programs have been scheduled for the Community Relations (CSR) Department in 2025.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r085_000,ESGRecord,r085_000,"Sepanjang tahun 2024, VKTR mengukuhkan peran strategisnya dalam membentuk lanskap baru transportasi berkelanjutan di Indonesia. Tidak hanya sebagai perintis, VKTR kini hadir sebagai arsitek utama yang merancang dan mewujudkan solusi mobilitas hijau yang adaptif dan menyeluruh. Melalui pengembangan kendaraan listrik komersial lintas sektor, mulai dari truk dan bus, hingga solusi logistik dan angkutan perkotaan, VKTR memperkenalkan model mobilitas yang tidak hanya efisien, tetapi juga berorientasi pada masa depan rendah emisi.",2026-04-08T03:02:43.232206Z,vktr_ar_sr_2024_pdf/batch_21,,
aspect:climate,Aspect,climate,,,,,
record:r085_001,ESGRecord,r085_001,"Keberhasilan pembangunan fasilitas perakitan kendaraan listrik di Magelang menjadi tonggak penting yang mencerminkan langkah nyata industrialisasi hijau di tingkat nasional. Dengan mengedepankan standar lokal dan pemberdayaan rantai pasok dalam negeri, VKTR memperluas cakupan dampak transformasi, dari aspek teknologi hingga penciptaan nilai ekonomi dan sosial.",2026-04-08T03:02:43.232206Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r085_002,ESGRecord,r085_002,"VKTR terus menjadi bagian penting dari solusi nasional menuju masa depan transportasi rendah karbon. Perjalanan ini bukan sekadar menghadirkan produk, tetapi membentuk sistem, sebuah ekosistem yang menjawab kebutuhan zaman dengan teknologi, tanggung jawab lingkungan, dan tekad kolektif membangun Indonesia yang lebih hijau dan tangguh.",2026-04-08T03:02:43.232206Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r085_003,ESGRecord,r085_003,"Pada tanggal 16 Februari 2023, Perusahaan menandatangani Perjanjian Kerjasama dengan GZXT untuk memproduksi kendaraan listrik roda dua dan retrofitnya dilakukan dengan skema Joint Operation dan konversi kendaraan non-listrik menjadi kendaraan bermotor listrik berbasis listrik yang komponennya akan diproduksi oleh Para Pihak.",2026-04-08T03:02:43.232206Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r088_000,ESGRecord,r088_000,"PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi. PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_001,ESGRecord,r088_001,"Perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan. Langkah nyata yang diambil antara lain menerapkan eco, mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik, e-mining reporting system yaitu, system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan.",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_002,ESGRecord,r088_002,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_003,ESGRecord,r088_003,"PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060. Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_004,ESGRecord,r088_004,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, utilization, and utilization).",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:climate_strategy,Aspect,climate-strategy,,,,,
climatelabel:climate_strategy,ClimateLabel,climate-strategy,,,,,
record:r088_005,ESGRecord,r088_005,"PTBA memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen Perusahaan dalam menjalankan bisnis yang bersih, transparan, dan berintegritas. Perusahan menolak segala bentuk praktik korupsi, kolusi, dan nepotisme, baik dalam hubungan internal maupun eksternal perusahaan.",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_006,ESGRecord,r088_006,PTBA merumuskan benturan kepentingan sebagai pertentangan kepentingan ekonomis pribadi dengan kepentingan ekonomis Perusahaan yang berdampak pada Objektivitas serta pertimbangan komersial. Setiap individu jajaran PTBA dilarang berada dalam situasi yang menimbulkan benturan kepentingan.,2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_007,ESGRecord,r088_007,"Untuk menghindari terjadinya benturan kepentingan, Perusahaan menetapkan beberapa prinsip kebijakan sebagai berikut: 1. Anggota Dewan Komisaris dan Direksi harus mengungkapkan kepemilikan saham di Perseroan atau di perusahaan lain dalam daftar khusus sebagaimana jadi dipersyaratkan peraturan perundang-undangan yang berlaku. 2. Setiap individu jajaran Perseroan dilarang memanfaatkan jabatan untuk kepentingan pribadi atau untuk kepentingan orang lain atau pihak lain yang merugikan kepentingan Perseroan. 3. Setiap individu jajaran Perseroan dilarang menggunakan informasi penting dan rahasia bagi kepentingan pribadi atau untuk kepentingan orang lain, atau pihak lain yang merugikan kepentingan Perseroan. 4. Setiap individu jajaran Perseroan sebaiknya menghindari kepentingan ekonomi dalam perusahaan yang dapat menimbulkan benturan kepentingan ekonomi.",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_008,ESGRecord,r088_008,"PTBA memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen Perusahaan dalam menjalankan bisnis yang bersih, transparan, dan berintegritas. Perusahan menolak segala bentuk praktik korupsi, kolusi, dan nepotisme, baik dalam hubungan internal maupun eksternal perusahaan.",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_009,ESGRecord,r088_009,"Merujuk Undang-Undang No. 31 Tahun 1999 jo. Undang-Undang No. 20 Tahun 2001 tentang Pemberantasan Tindak Pidana Korupsi, pengertian korupsi mencakup perbuatan melawan hukum, memperkaya diri orang/badan lain yang merugikan keuangan/perekonomian negara (pasal 2); menyalahgunakan kewenangan karena jabatan/kedudukan yang dapat merugikan keuangan/kedudukan yang dapat merugikan keuangan/perekonomian negara (pasal 3); kelompok delik penyuapan (pasal 5,6, dan 11); kelompok delik penggelapan dalam jabatan (pasal 8, 9, dan 10); delik pemerasan dalam jabatan (pasal 12); delik yang berkaitan dengan pemborongan (pasal 7); hingga delik gratifikasi (pasal 12B dan 12C).",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_010,ESGRecord,r088_010,"Ketegasan terhadap antikorupsi diimplementasikan Perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan, serta bertentangan dengan etika bisnis yang sehat dan/atau bertentangan dengan hukum yang berlaku.",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_011,ESGRecord,r088_011,Komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di PTBA di antaranya Keputusan Bersama Dewan Komisaris dan Direksi PTBA Nomor:10/SK/PTBA-DEKOM/IX/2020 dan Nomor:400/0100/2020 tentang Penerapan Prinsip dan Praktik Good Corporate Governance Untuk Kebijakan Anti Gratifikasi di PT Bukit Asam Tbk dan Pedoman Pengendalian Gratifikasi BAAGM:03 Nomor Revisi 1 tahun 2024.,2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r088_012,ESGRecord,r088_012,"Lebih lanjut, untuk memperkecil, bahkan menutup peluang terjadinya korupsi, PTBA telah melakukan pemetaan dan pengkajian risiko dalam mata rantai dan operasional usaha yang berpotensi besar terjadi korupsi. Berdasarkan pemetaan tersebut, diidentifikasi 82% dari operasi memiliki risiko terkait korupsi.",2026-04-08T03:03:36.232065Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r090_000,ESGRecord,r090_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T03:59:04.359145Z,Indonet-Annual-Report-2022_pdf/batch_1,,
company:indonet_annual_report_2022,Company,Indonet-Annual-Report-2022,,,,,
model:openai_gpt_oss_120b_free,Model,openai/gpt-oss-120b:free,,,,,
prompt:data_md,Prompt,data.md,,,,,
aspect:missing,Aspect,missing,,,,,
sentiment:commitment,Sentiment,commitment,,,,,
record:r090_001,ESGRecord,r090_001,"The Company has also established numerous strategic partnerships which will support the business to expand services, enhance customer response times, and maximize its potential growth in Indonesia.",2026-04-23T03:59:04.359145Z,Indonet-Annual-Report-2022_pdf/batch_1,,
record:r091_000,ESGRecord,r091_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T03:59:18.647532Z,Indonet-Annual-Report-2022_pdf/batch_2,,
record:r091_001,ESGRecord,r091_001,Based on Notarial Deed No. 122 dated 27 October 2020 ... the Company's shareholders has approved the following decisions: a. Approved the Company's plan to conduct an Initial Public Offering (IPO) ... b. Approved the change in status of the Company from a Private Company to a Public Company ...,2026-04-23T03:59:18.647532Z,Indonet-Annual-Report-2022_pdf/batch_2,,
record:r092_000,ESGRecord,r092_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T03:59:31.098672Z,Indonet-Annual-Report-2022_pdf/batch_3,,
record:r092_001,ESGRecord,r092_001,The composition of the Company's Audit Committee as at 31 December 2022 and 2021 are as follows:,2026-04-23T03:59:31.098672Z,Indonet-Annual-Report-2022_pdf/batch_3,,
record:r093_000,ESGRecord,r093_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T03:59:40.895877Z,Indonet-Annual-Report-2022_pdf/batch_4,,
record:r094_000,ESGRecord,r094_000,"Dengan adanya Sertifikat Energi Terbarukan yang diperoleh entitas anaknya dari PLN, Perseroan mampu mewujudkan komitmennya dalam mendukung tujuan keberlanjutan para pelanggan melalui penggunaan energi berkelanjutan.",2026-04-23T03:59:52.536695Z,Indonet-Annual-Report-2022_pdf/batch_5,,
record:r094_001,ESGRecord,r094_001,"Through various strategic moves taken to overcome the existing limitations, the Company will continue to seize existing opportunities in order to create added value and sustainable growth in the future.",2026-04-23T03:59:52.536695Z,Indonet-Annual-Report-2022_pdf/batch_5,,
record:r095_000,ESGRecord,r095_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:00:06.410618Z,Indonet-Annual-Report-2022_pdf/batch_6,,
record:r095_001,ESGRecord,r095_001,"The Company has also established numerous strategic partnerships which will support the business to expand services, enhance customer response times, and maximize its potential growth in Indonesia.",2026-04-23T04:00:06.410618Z,Indonet-Annual-Report-2022_pdf/batch_6,,
record:r095_002,ESGRecord,r095_002,"Through various strategic moves taken to overcome the existing limitations, the Company will continue to seize existing opportunities in order to create added value and sustainable growth in the future.",2026-04-23T04:00:06.410618Z,Indonet-Annual-Report-2022_pdf/batch_6,,
record:r096_000,ESGRecord,r096_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:00:22.574827Z,Indonet-Annual-Report-2022_pdf/batch_7,,
record:r096_001,ESGRecord,r096_001,"Through various strategic moves taken to overcome the existing limitations, the Company will continue to seize existing opportunities in order to create added value and sustainable growth in the future.",2026-04-23T04:00:22.574827Z,Indonet-Annual-Report-2022_pdf/batch_7,,
record:r096_002,ESGRecord,r096_002,"The Company has also established numerous strategic partnerships which will support the business to expand services, enhance customer response times, and maximize its potential growth in Indonesia.",2026-04-23T04:00:22.574827Z,Indonet-Annual-Report-2022_pdf/batch_7,,
record:r097_000,ESGRecord,r097_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:00:33.979538Z,Indonet-Annual-Report-2022_pdf/batch_8,,
record:r098_000,ESGRecord,r098_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:00:49.505609Z,Indonet-Annual-Report-2022_pdf/batch_9,,
record:r098_001,ESGRecord,r098_001,"The Company has also established numerous strategic partnerships which will support the business to expand services, enhance customer response times, and maximize its potential growth in Indonesia.",2026-04-23T04:00:49.505609Z,Indonet-Annual-Report-2022_pdf/batch_9,,
record:r098_002,ESGRecord,r098_002,"Management periodically evaluates its tax positions with respect to situations in which applicable tax regulation is subject to interpretation. Where appropriate, management establishes provisions based on the amounts expected to be paid to the tax authorities.",2026-04-23T04:00:49.505609Z,Indonet-Annual-Report-2022_pdf/batch_9,,
record:r098_003,ESGRecord,r098_003,The Group has defined benefit and defined contribution plans and is required to provide minimum pension benefits as stipulated in the Omnibus Law and related regulations.,2026-04-23T04:00:49.505609Z,Indonet-Annual-Report-2022_pdf/batch_9,,
record:r099_000,ESGRecord,r099_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:01:06.456359Z,Indonet-Annual-Report-2022_pdf/batch_10,,
record:r099_001,ESGRecord,r099_001,"The Company has also established numerous strategic partnerships which will support the business to expand services, enhance customer response times, and maximize its potential growth in Indonesia.",2026-04-23T04:01:06.456359Z,Indonet-Annual-Report-2022_pdf/batch_10,,
record:r099_002,ESGRecord,r099_002,"Through various strategic moves taken to overcome the existing limitations, the Company will continue to seize existing opportunities in order to create added value and sustainable growth in the future.",2026-04-23T04:01:06.456359Z,Indonet-Annual-Report-2022_pdf/batch_10,,
climatelabel:commitment,ClimateLabel,commitment,,,,,
record:r099_003,ESGRecord,r099_003,The Group assesses whether a contract is or contains a lease and recognises right‑of‑use assets and lease liabilities in accordance with accounting standards.,2026-04-23T04:01:06.456359Z,Indonet-Annual-Report-2022_pdf/batch_10,,
record:r099_004,ESGRecord,r099_004,"The Group does not recognise right‑of‑use assets and lease liabilities for short‑term leases or low‑value assets, charging payments to profit or loss on a straight‑line basis.",2026-04-23T04:01:06.456359Z,Indonet-Annual-Report-2022_pdf/batch_10,,
record:r099_005,ESGRecord,r099_005,Actuarial gains and losses arising from experience adjustments and changes in actuarial assumptions are charged or credited to equity in other comprehensive income in the period in which they arise.,2026-04-23T04:01:06.456359Z,Indonet-Annual-Report-2022_pdf/batch_10,,
record:r100_000,ESGRecord,r100_000,"Dengan adanya Sertifikat Energi Terbarukan yang diperoleh entitas anaknya dari PLN, Perseroan mampu mewujudkan komitmennya dalam mendukung tujuan keberlanjutan para pelanggan melalui penggunaan energi berkelanjutan.",2026-04-23T04:01:19.655290Z,Indonet-Annual-Report-2022_pdf/batch_11,,
record:r100_001,ESGRecord,r100_001,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:01:19.655290Z,Indonet-Annual-Report-2022_pdf/batch_11,,
record:r101_000,ESGRecord,r101_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:01:38.082115Z,Indonet-Annual-Report-2022_pdf/batch_12,,
record:r101_001,ESGRecord,r101_001,"The Group's activities are exposed to a variety of financial risks such as foreign exchange risk, credit risk and liquidity risk.",2026-04-23T04:01:38.082115Z,Indonet-Annual-Report-2022_pdf/batch_12,,
record:r101_002,ESGRecord,r101_002,Risk management is carried out by the management of the Group under the direction of the Board of Directors. The Board of Directors identifies and evaluates financial risks.,2026-04-23T04:01:38.082115Z,Indonet-Annual-Report-2022_pdf/batch_12,,
record:r101_003,ESGRecord,r101_003,Final dividends distributions are recognised as a liability when the dividends are approved in the Company's General Meeting of Shareholders.,2026-04-23T04:01:38.082115Z,Indonet-Annual-Report-2022_pdf/batch_12,,
record:r102_000,ESGRecord,r102_000,The Group is exposed to credit risk arising from the credit granted to its customers.,2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_001,ESGRecord,r102_001,"To mitigate this risk, the Group sends the invoices at the beginning of the month and grants a term to personal and corporate customers up to the date of 20th of every month, respectively, to pay the invoice.",2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_002,ESGRecord,r102_002,"If up to those dates, the customers do not pay the invoice, the Group will hold the access given to customers, collection department or the sales representative will contact the corporate customer to ask the continuity of the service given by the Group.",2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_003,ESGRecord,r102_003,"In addition, receivable balances are monitored on an ongoing basis to reduce the Group's exposure to bad debts.",2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_004,ESGRecord,r102_004,"As at 31 December 2022, cash in bank and time deposits maintained with PT Bank China Construction Bank Indonesia Tbk, PT Bank Central Asia Tbk, PT Bank KEB Hana Indonesia, PT OCBC NISP Tbk and PT BPR Sarana Utama Multidana represent 36%, 31%, 16%, 4%, and 3% respectively, of total cash and cash equivalent also constitutes a concentration of credit risk.",2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_005,ESGRecord,r102_005,"As at 31 December 2021, cash in bank and time deposits maintained with PT Bank China Construction Bank Indonesia Tbk, PT Bank Central Asia Tbk, PT Bank KEB Hana Indonesia, PT Bank Sahabat Sampoerna and PT BPR Sarana Utama Multidana represent 54%, 22%, 13%, 3%, and 3% respectively, of total cash and cash equivalent also constitutes a concentration of credit risk.",2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_006,ESGRecord,r102_006,The Group maximum exposure to credit risk for each class of financial assets as at 31 December 2022 and 2021 is equal to the carrying amounts as presented in the consolidated statement of financial position.,2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_007,ESGRecord,r102_007,Liquidity risk is the risk that the Group will encounter difficulty in meeting financial obligations due to shortage of funds.,2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_008,ESGRecord,r102_008,"The Group manages its liquidity profile to be able to finance its business activities and capital expenditures and to settle its debts by maintaining sufficient cash and cash equivalents, and the availability of funding through an adequate amount of committed credit facilities.",2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r102_009,ESGRecord,r102_009,"The Group regularly evaluates its projected and actual cash flow information and continuously assesses conditions in the financial markets for opportunities to pursue fund‑raising initiatives, including bank loans and equity markets.",2026-04-23T04:02:22.435200Z,Indonet-Annual-Report-2022_pdf/batch_13,,
record:r103_000,ESGRecord,r103_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:02:41.815725Z,Indonet-Annual-Report-2022_pdf/batch_14,,
record:r103_001,ESGRecord,r103_001,The Group performs a regular review of the impact of interest rate risk to manage the interest rate risk through preparation of regular cash flow projections to monitor the payment of borrowings principal and interest. Interest rates are monitored to minimise negative impact on the Group.,2026-04-23T04:02:41.815725Z,Indonet-Annual-Report-2022_pdf/batch_14,,
record:r103_002,ESGRecord,r103_002,"The Group's objectives when managing capital are to safeguard the Group's ability to continue as a going concern whilst seeking to maximise benefits to shareholders and other stakeholders. The Group periodically reviews and manages its optimal capital structure and shareholder returns, taking into consideration future capital requirements, profitability, operating cash flows, capital expenditure and strategic investment opportunities.",2026-04-23T04:02:41.815725Z,Indonet-Annual-Report-2022_pdf/batch_14,,
record:r104_000,ESGRecord,r104_000,"Dengan adanya Sertifikat Energi Terbarukan yang diperoleh entitas anaknya dari PLN, Perseroan mampu mewujudkan komitmennya dalam mendukung tujuan keberlanjutan para pelanggan melalui penggunaan energi berkelanjutan.",2026-04-23T04:02:55.647646Z,Indonet-Annual-Report-2022_pdf/batch_15,,
record:r104_001,ESGRecord,r104_001,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:02:55.647646Z,Indonet-Annual-Report-2022_pdf/batch_15,,
record:r105_000,ESGRecord,r105_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:03:08.801005Z,Indonet-Annual-Report-2022_pdf/batch_16,,
record:r105_001,ESGRecord,r105_001,"Through various strategic moves taken to overcome the existing limitations, the Company will continue to seize existing opportunities in order to create added value and sustainable growth in the future.",2026-04-23T04:03:08.801005Z,Indonet-Annual-Report-2022_pdf/batch_16,,
record:r106_000,ESGRecord,r106_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:03:16.761314Z,Indonet-Annual-Report-2022_pdf/batch_17,,
record:r107_000,ESGRecord,r107_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:03:35.644218Z,Indonet-Annual-Report-2022_pdf/batch_18,,
record:r107_001,ESGRecord,r107_001,Based on the Minister of Finance of the Republic of Indonesia regulation No. 150/PMK.010/2018 ... EDG applied for tax holiday facility through online single submission (OSS) on 18 December 2019.,2026-04-23T04:03:35.644218Z,Indonet-Annual-Report-2022_pdf/batch_18,,
record:r107_002,ESGRecord,r107_002,"On 30 December 2019, the Minister of Finance ... issued Decree ... regarding the granting of corporate income tax reduction facility to EDG ... Up to the completion date of these consolidated financial statements, the application for tax holiday facility is still in the process of review by DGT.",2026-04-23T04:03:35.644218Z,Indonet-Annual-Report-2022_pdf/batch_18,,
record:r107_003,ESGRecord,r107_003,"The Company received Underpayment Tax Assessment Letters ... for VAT and PPh 26, did not pay, filed objections and appeals, which were rejected, and later paid the underpayment with penalties.",2026-04-23T04:03:35.644218Z,Indonet-Annual-Report-2022_pdf/batch_18,,
record:r108_000,ESGRecord,r108_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:03:57.337683Z,Indonet-Annual-Report-2022_pdf/batch_19,,
record:r108_001,ESGRecord,r108_001,"The Company has also established numerous strategic partnerships which will support the business to expand services, enhance customer response times, and maximize its potential growth in Indonesia.",2026-04-23T04:03:57.337683Z,Indonet-Annual-Report-2022_pdf/batch_19,,
record:r108_002,ESGRecord,r108_002,"On 15 December 2014, the Company filed a judicial review to the Supreme Court of the Republic of Indonesia. On 23 August 2021, the Company received a copy of Supreme Court Verdict that decided to reject the judicial review on the Tax Court decision letter related to PPh 26. The Company accepted the decision and recorded it as “Other operating expense” account amounted to Rp892 in 2021 consolidated statement of profit or loss and other comprehensive income.",2026-04-23T04:03:57.337683Z,Indonet-Annual-Report-2022_pdf/batch_19,,
record:r108_003,ESGRecord,r108_003,"On 30 November 2021, the Tax Court fully approved the Company’s appeal in the amount of Rp3,485 and subsequently received the cash refund on 27 January 2022.",2026-04-23T04:03:57.337683Z,Indonet-Annual-Report-2022_pdf/batch_19,,
record:r108_004,ESGRecord,r108_004,"The deferred tax assets for the years ended 31 December 2022 and 2021 are presented in the table, showing amounts related to employee benefits, long‑term liabilities, fixed assets, and other items.",2026-04-23T04:03:57.337683Z,Indonet-Annual-Report-2022_pdf/batch_19,,
record:r109_000,ESGRecord,r109_000,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",2026-04-23T04:04:07.243151Z,Indonet-Annual-Report-2022_pdf/batch_20,,
ontologypath:climatebert_climate_detection,OntologyPath,ClimateBERT -> climate-detection,,,,True,79
ontologypath:governance_general,OntologyPath,Governance -> General,,,,True,66
ontologypath:climatebert_climate_action,OntologyPath,ClimateBERT -> climate-action,,,,True,19
ontologypath:climatebert_climate_commitment,OntologyPath,ClimateBERT -> climate-commitment,,,,True,15
ontologypath:climatebert_environmental_claims,OntologyPath,ClimateBERT -> environmental-claims,,,,True,11
ontologypath:climatebert_climate_d,OntologyPath,ClimateBERT -> climate-d,,,,False,8
ontologypath:climatebert_climate_d_s,OntologyPath,ClimateBERT -> climate-d-s,,,,False,4
ontologypath:climatebert_netzero_reduction,OntologyPath,ClimateBERT -> netzero-reduction,,,,True,4
ontologypath:climatebert_climate,OntologyPath,ClimateBERT -> climate,,,,False,2
ontologypath:climatebert_climate_strategy,OntologyPath,ClimateBERT -> climate-strategy,,,,False,1
aspect:supply_chain,Aspect,Supply Chain,,,,,
ontologypath:economic_operational_supply_chain,OntologyPath,Economic -> Operational -> Supply Chain,,,,True,0
aspect:integrated_supply_chain,Aspect,Integrated Supply Chain,,,,,
ontologypath:economic_operational_integrated_supply_chain,OntologyPath,Economic -> Operational -> Integrated Supply Chain,,,,True,0
aspect:operational_efficiency,Aspect,Operational Efficiency,,,,,
