text,filename,page_number,counter,number
[],sustainability-report-2023.pdf,0,sustainability-report-2023.pdf | Page 0,1
"[ 
  {
    ""sentence"": ""Inventori diatas telah diawasi oleh pelimpahan terhadap risiko gangguan pembakaran dan risiko lainnya di bawah kebijakan khusus sla satuan pertanggungjawaban sebesar Rp 246.636 dan Rp 223.717 pada tanggal 31 Desember 2023 dan 2022, masing-masing."",
    ""aspect"": ""insurance coverage"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Manajemen berpendapat bahwa nilai pertanggungan tersebut cukup untuk menutupi kemungkinan kerugian atas inventori yang dipertanggungjawab."",
    ""aspect"": ""inventory provisioning"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Semua inventori digunakan sebagai jaminan atas pinjaman bank jangka pendek (Catatan 13)."",
    ""aspect"": ""financial collateral"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI308"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  }
]",yearly_report_2023 (1).pdf,225,yearly_report_2023 (1).pdf | Page 225,1642
[],yearly_report_2023 (1).pdf,226,yearly_report_2023 (1).pdf | Page 226,1643
"[
    {
        ""sentence"": ""Berdasarkan hasil penelaahan manajemen, tidak terdapat kejadian atau perubahan keadaan yang mengindikasikan adanya penurunan nilai aset tetap pada tanggal 31 Desember 2023 dan 2022."",
        ""aspect"": ""asset management"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI303"",
        ""sentiment"": ""positive"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.85
    }
]",yearly_report_2023 (1).pdf,227,yearly_report_2023 (1).pdf | Page 227,1644
[],yearly_report_2023 (1).pdf,228,yearly_report_2023 (1).pdf | Page 228,1645
[],yearly_report_2023 (1).pdf,229,yearly_report_2023 (1).pdf | Page 229,1646
"[
    {
        ""sentence"": ""The Company is restricted from changing the composition of shareholders in ownership or control without prior written approval from OCBC."",
        ""aspect"": ""corporate governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI102-10"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.75
    },
    {
        ""sentence"": ""Debtor must notify OCBC about changes in shareholder composition and controlling parties in 100% cash collateral arrangements."",
        ""aspect"": ""transparency in ownership"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI402-1"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.8
    },
    {
        ""sentence"": ""Changes in board composition or directors require ministerial approval notification."",
        ""aspect"": ""anti-corruption measures"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""SDG16"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.78
    }
]",yearly_report_2023 (1).pdf,230,yearly_report_2023 (1).pdf | Page 230,1647
"[
    {
        ""sentence"": ""Will not materially change the type and scale of its business activities without OCBC’s written approval."",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI2"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.92
    },
    {
        ""sentence"": ""Will not lend money to other people or legal entities except for loans made in daily business activities."",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI2"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.91
    },
    {
        ""sentence"": ""Will not pay dividends or distribute Debtor wealth in any way to shareholders."",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI2"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.93
    },
    {
        ""sentence"": ""Will not make early/fast payments before the payment date specified for the debtor’s debt to another party/person, except for debts made in carrying out the debtor's daily business."",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI2"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.89
    },
    {
        ""sentence"": ""Will not (both in one or several transactions related or unrelated and conducted in time period) sell, transfer, lease, loan or otherwise transfer all of its assets or portion of its assets which if added together with other transfers are material for the value of the assets, except (i) transfers carried out in daily business activities, or (ii) transfers that have been approved by OCBC, or (iii) for facilities guaranteed by 100% cash collateral."",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI2"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.94
    },
    {
        ""sentence"": ""Will not reduce the Company's paid up capital, without prior approval from OCBC."",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI2"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.90
    },
    {
        ""sentence"": ""Will not be bound in a transaction with a person or other legal entity except in a reasonable business concept and will not enter into a transaction with a person or legal entity that will require the Debtor to pay more than the fair commercial price for each purchase or to receive less than the amount full commercially reasonable prices, except based on price discounts that are commonly used in carrying out its business activities."",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI2"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.92
    }
]",yearly_report_2023 (1).pdf,231,yearly_report_2023 (1).pdf | Page 231,1648
[],yearly_report_2023 (1).pdf,232,yearly_report_2023 (1).pdf | Page 232,1649
"[
  {
    ""sentence"": ""As of December 31, 2023 and 2022, the contractual interest rates during the applicable reporting period ranged from 6.75% - 8.00% (Rupiah) and 3.75% - 5.25% (USD) floating."",
    ""aspect"": ""interest rates"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI304"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.75
  },
  {
    ""sentence"": ""The amount of credit facility amounted to USD 9,000,000 (in full amount)..."",
    ""aspect"": ""credit facilities"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI301"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.85
  }
]",yearly_report_2023 (1).pdf,233,yearly_report_2023 (1).pdf | Page 233,1650
[],yearly_report_2023 (1).pdf,234,yearly_report_2023 (1).pdf | Page 234,1651
"[  
    {  
        ""sentence"": ""The Group's inventory of Rp 45,000 for PRK 2 e-Chain facility."",  
        ""aspect"": ""supply chain logistics"",  
        ""aspect_category"": ""E"",  
        ""ontology_uri"": ""GRI308"",  
        ""sentiment"": ""positive"",  
        ""tone"": ""Action"",  
        ""confidence"": 0.85  
    },  
    {  
        ""sentence"": ""As of December 31, 2023 and 2022, the Group has bank loan to EBITDA ratio of 2.93 and 2.68..."",  
        ""aspect"": ""financial leverage"",  
        ""aspect_category"": ""G"",  
        ""ontology_uri"": ""GRI332"",  
        ""sentiment"": ""neutral"",  
        ""tone"": ""Action"",  
        ""confidence"": 0.92  
    }  
]",yearly_report_2023 (1).pdf,235,yearly_report_2023 (1).pdf | Page 235,1652
"[
  {
    ""sentence"": ""Memerpanjang jangka waktu fasilitas pinjaman maksimal 1 tahun."",
    ""aspect"": ""loan term extension"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI307"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Extend the term of the loan facility to a maximum of 1 year."",
    ""aspect"": ""loan term extension"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI307"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Membebaskan/melepaskan jaminan piutang/tagihan usaha terhadap customer yang telah diikat secara fidusia dengan nilai pembebanan sebesaar Rp 88.000."",
    ""aspect"": ""receivables guarantee release"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI307"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Release the guarantee of receivables / business invoices to customers who have been fiduciary bound with the value of the burden of Rp 88,000."",
    ""aspect"": ""receivables guarantee release"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI307"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Membebaskan / melepaskan jaminan pribadi atas nama Tuan Oki Widjaja."",
    ""aspect"": ""personal guarantee release"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI307"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Release personal guarantees on behalf of Mr. Oki Widjaja."",
    ""aspect"": ""personal guarantee release"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI307"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Jaminan yang diberikan Perusahaan kepada bank adalah sebagai berikut:"",
    ""aspect"": ""collateral disclosure"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI307"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Collateral provided by the Company to the bank is as follows:"",
    ""aspect"": ""collateral disclosure"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI307"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  }
]",yearly_report_2023 (1).pdf,236,yearly_report_2023 (1).pdf | Page 236,1653
"[
    {
        ""sentence"": ""The Company is restricted from making capital withdrawals, changing capital structure, obtaining new loans, or engaging in mergers and acquisitions."",
        ""aspect"": ""loan restrictions"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI301"",
        ""sentiment"": ""negative"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.85
    }
]",yearly_report_2023 (1).pdf,237,yearly_report_2023 (1).pdf | Page 237,1654
[],yearly_report_2023 (1).pdf,238,yearly_report_2023 (1).pdf | Page 238,1655
[],yearly_report_2023 (1).pdf,239,yearly_report_2023 (1).pdf | Page 239,1656
"[
    {
        ""sentence"": ""The Company is restricted to obtain new loans/credits from other parties and/or increase debts/leasing from banks or other financial institutions of at least Rp 1,000 per year unless back to back and/or bind themselves as guarantor/guarantor to provide Personal Guarantee and Corporate Guarantee in any form and by any name and/or as collateral for the debtor's assets to other parties."",
        ""aspect"": ""Financial Risk Management"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI306"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.85
    },
    {
        ""sentence"": ""The Company is restricted to add receivables including but not limited to affiliated companies, except in the context of running daily business."",
        ""aspect"": ""Affiliate Receivables Management"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI407"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.78
    },
    {
        ""sentence"": ""The Company shall not increase ownership of Mr. Oki Widjaja and family becoming smaller than 51% (fifty one percent)."",
        ""aspect"": ""Ownership Structure"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI407"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.92
    },
    {
        ""sentence"": ""The Company is restricted from investing or providing receivables to related parties or third parties not related to the debtor's business activities."",
        ""aspect"": ""Investment Policy Governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI407"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""The Company is prohibited from adding affiliate receivables."",
        ""aspect"": ""Related Party Transaction Governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI407"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.91
    }
]",yearly_report_2023 (1).pdf,240,yearly_report_2023 (1).pdf | Page 240,1657
[],yearly_report_2023 (1).pdf,241,yearly_report_2023 (1).pdf | Page 241,1658
[],yearly_report_2023 (1).pdf,242,yearly_report_2023 (1).pdf | Page 242,1659
"[  
  {  
    ""sentence"": ""The Company is prohibited from distributing dividends above 50% of net income."",  
    ""aspect"": ""dividend policy"",  
    ""aspect_category"": ""G"",  
    ""ontology_uri"": ""GRI108"",  
    ""sentiment"": ""neutral"",  
    ""tone"": ""Commitment"",  
    ""confidence"": 0.85  
  },  
  {  
    ""sentence"": ""The Company is prohibited from conducting mergers or acquisitions."",  
    ""aspect"": ""corporate transactions"",  
    ""aspect_category"": ""G"",  
    ""ontology_uri"": ""GRI107"",  
    ""sentiment"": ""neutral"",  
    ""tone"": ""Commitment"",  
    ""confidence"": 0.83  
  },  
  {  
    ""sentence"": ""The Company received a loan facility amendment extending the term until September 2024."",  
    ""aspect"": ""loan terms"",  
    ""aspect_category"": ""G"",  
    ""ontology_uri"": ""GRI304"",  
    ""sentiment"": ""neutral"",  
    ""tone"": ""Action"",  
    ""confidence"": 0.88  
  }  
]",yearly_report_2023 (1).pdf,243,yearly_report_2023 (1).pdf | Page 243,1660
"[
  {
    ""sentence"": ""Pajak Dibayar di Muka 2022 Subsidiary Value Added Tax Total"",
    ""aspect"": ""taxes"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI301"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""Taksiran Tagihan Pajak Penghasilan Lebih bayar atas pajak penghasilan badan tahun 2022"",
    ""aspect"": ""taxes"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI301"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""Utang Pajak 2023 Perusahaan Pajak Pertambahan Nilai Pajak penghasilan: Pasal 4 (2) Pasal 21 Pasal 23 Pasal 26 Pasal 29 Sub-total Entitas anak"",
    ""aspect"": ""taxes"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI301"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.85
  },
  {
    ""sentence"": ""Pajak Kini Rekonsiliasi antara beban pajak penghasilan - neto yang disajikan dalam laporan laba rugi dan penghasilan komprehensif lain dengan jumlah yang dihitung dengan menggunakan tarif pajak yang berlaku"",
    ""aspect"": ""taxes"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI301"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  }
]",yearly_report_2023 (1).pdf,244,yearly_report_2023 (1).pdf | Page 244,1661
